geometry,beta,criterion,metric,real,fft_phase_mean,fft_phase_sd,z_vs_fft_phase,exceed_vs_fft_phase
cubic,1.0,score_iso,same_sector_mean,0.9533056365917683,0.8022432342672512,0.032084602898410364,4.708252204277499,1.0
cubic,1.0,score_iso,same_shell_mean,0.9579868220289615,0.9734347690654287,0.008492295067181837,-1.8190544384575384,0.125
cubic,1.0,score_iso,deficit_fill_mean,-0.03443016185874699,0.001462832155063763,0.004940324743051548,-7.265310657366827,0.0
cubic,1.0,score_iso,completion_gain_mean,0.0008780486392968829,0.004394242322747292,0.0014534064617913753,-2.419277589214305,0.0
cubic,1.0,score_iso,same_sector_outer,0.9998456820302272,0.7154459607294892,0.16731382229653574,1.699798124239773,1.0
cubic,1.0,score_iso,same_shell_outer,0.9998285688402525,0.9363546816006401,0.03681258227952311,1.7242443563432215,1.0
cubic,1.0,score_iso,deficit_fill_outer,-0.05214991565551827,0.007532781745497283,0.011557371116445727,-5.164037460986709,0.0
cubic,1.0,score_iso,completion_gain_outer,0.00020039954432837966,0.001854844349851523,0.00298986471608323,-0.5533510583506069,0.375
cubic,1.0,score_iso,outer_radius,11.947803145348521,9.916162402114487,0.42065534046536657,4.829703911476844,1.0
cubic,1.0,score_iso,outer_gap,4.684883622181546,3.6600721085908834,0.3655279424187149,2.8036475318593577,1.0
cubic,1.0,q_only,n_valid_bands,8.0,8.375,0.6959705453537527,-0.5388159060795505,0.125
cubic,1.0,q_only,same_sector_mean,0.8319554339227472,0.7325639287695215,0.07462888666145814,1.3318101019350235,1.0
cubic,1.0,q_only,same_shell_mean,0.9843325554762041,0.977815244333323,0.006833365647083711,0.9537483399134039,0.875
cubic,1.0,q_only,deficit_fill_mean,-0.01047265940509181,-0.003589958908170294,0.016296394639407765,-0.42234498174556345,0.5
cubic,1.0,q_only,completion_gain_mean,0.005989225949725642,0.00584352345265689,0.001501145077575495,0.09706090313869963,0.5
cubic,1.0,q_only,same_sector_outer,0.864416450900869,0.6566991941592091,0.18873926056002047,1.1005513962713858,1.0
cubic,1.0,q_only,same_shell_outer,0.9805387583616064,0.96214435230195,0.02499570675339806,0.7359026188135263,0.625
cubic,1.0,q_only,deficit_fill_outer,0.0028068587203531406,0.004965165166411459,0.01614746039862344,-0.1336622845106126,0.75
cubic,1.0,q_only,completion_gain_outer,0.00836129321192675,0.0065484558466864864,0.0038254583497357203,0.47388762313713706,0.625
cubic,1.0,q_only,outer_radius,9.778985563278722,9.776291634519424,0.44727799255641737,0.006022940551791013,0.75
cubic,1.0,q_only,outer_gap,4.2597954690934,3.9667611614172538,1.3652134301242176,0.21464358700988548,0.75
cubic,1.0,xyz_only,n_valid_bands,7.0,6.5,0.5,0.999999999998,0.5
cubic,1.0,xyz_only,same_sector_mean,0.9533056365917683,0.8020325052390502,0.022975982620725206,6.5839678695473935,1.0
cubic,1.0,xyz_only,same_shell_mean,0.9579868220289615,0.9764212462814633,0.0064544100842638015,-2.8560974603379905,0.0
cubic,1.0,xyz_only,deficit_fill_mean,-0.03443016185874699,0.000544814220696045,0.005542710339852256,-6.310085486817127,0.0
cubic,1.0,xyz_only,completion_gain_mean,0.0008780486392968829,0.004855851658679587,0.002536464130844869,-1.5682472972679071,0.125
cubic,1.0,xyz_only,same_sector_outer,0.9998456820302272,0.7304419914668596,0.18476254387200355,1.4581077144539754,1.0
cubic,1.0,xyz_only,same_shell_outer,0.9998285688402525,0.9512156764704909,0.04286890308850823,1.133989649053073,1.0
cubic,1.0,xyz_only,deficit_fill_outer,-0.05214991565551827,0.010535466399044846,0.010413943327677044,-6.019370384121965,0.0
cubic,1.0,xyz_only,completion_gain_outer,0.00020039954432837966,0.002875491209415122,0.005077855543470005,-0.5268152356165444,0.375
cubic,1.0,xyz_only,outer_radius,11.947803145348521,9.58366404515429,0.3119577510429329,7.578395126528819,1.0
cubic,1.0,xyz_only,outer_gap,4.684883622181546,3.7030447591236135,0.312682056627728,3.1400550247235564,1.0
cubic,1.5,score_q,n_valid_bands,7.0,7.625,0.8569568250501305,-0.7293249574886218,0.125
cubic,1.5,score_q,same_sector_mean,0.6703583553738587,0.7669940344690787,0.0218284977622241,-4.427042123715378,0.0
cubic,1.5,score_q,same_shell_mean,0.9449719185801501,0.9741290413609206,0.006794733384766263,-4.291135667199162,0.0
