geometry,beta,criterion,kind,level,gap,inner_r,outer_r,inner_count,outer_count,same_sector,same_shell,deficit_fill,completion_gain
cubic,0.0,score_q,fft_phase_1,0.25,3.458362235761167,5.45647080987177,8.914833045632937,63.0,101.0,0.8924731886648648,0.9905464032818154,0.0010412294856823393,0.014113442451211078
cubic,0.0,score_q,fft_phase_1,0.35,3.523821275941957,5.86259754355981,9.386418819501767,69.0,61.0,0.9105891384846774,0.987007130826921,-0.004154037200883719,0.003233519431034112
cubic,0.0,score_q,fft_phase_1,0.44999999999999996,3.1149016121511117,6.103750161322601,9.218651773473713,19.0,45.0,0.83322757709183,0.9908166531246346,-0.013560102603316963,0.004210088688480166
cubic,0.0,score_q,fft_phase_1,0.5499999999999999,3.5039347312467948,6.3214094489852615,9.825344180232056,21.0,17.0,0.4781857280762795,0.9820939238693214,0.021409500250892784,0.007942001126746517
cubic,0.0,score_q,fft_phase_2,0.05,3.502444536102159,5.788838865220017,9.291283401322175,119.0,179.0,0.9145262534085015,0.9838338113066585,0.002864126904946758,0.009011711874560221
cubic,0.0,score_q,fft_phase_2,0.15,3.74291730846603,5.935506070667124,9.678423379133154,118.0,121.0,0.8660716987560794,0.9672565184733156,0.007423467504245666,0.0026169591958402523
cubic,0.0,score_q,fft_phase_2,0.25,3.9229134425340275,5.099351867918391,9.022265310452418,56.0,103.0,0.8938699168910719,0.9741887269938619,0.005058389616321338,0.0091559404661615
cubic,0.0,score_q,fft_phase_2,0.35,3.326054819977079,5.421542945042633,8.747597765019712,40.0,36.0,0.7963258128410132,0.9788702773493966,0.004810701495998847,0.00036325170763515206
cubic,0.0,score_q,fft_phase_2,0.44999999999999996,3.580863422948762,4.754836420394422,8.335699843343184,12.0,30.0,0.7809753447116748,0.9822478174479299,-0.018903568012374583,0.00672873999571714
cubic,0.0,score_q,fft_phase_3,0.05,3.885359155687574,5.259567371604671,9.144926527292245,65.0,174.0,0.9038489592804603,0.9695375655383092,0.009107938191958535,0.011400763068748092
cubic,0.0,score_q,fft_phase_3,0.15,3.740424471015528,5.278100928203127,9.018525399218655,66.0,168.0,0.8806827394246599,0.9513193348506299,-0.0007718026807142161,-0.00043347917621120585
cubic,0.0,score_q,fft_phase_3,0.25,3.694079289538661,5.364805947036786,9.058885236575447,68.0,104.0,0.8605063873853209,0.9695033094408234,0.0033639651294924758,0.00631799727885143
cubic,0.0,score_q,fft_phase_3,0.35,3.716043144626318,5.6274263424062925,9.34346948703261,48.0,50.0,0.8887594227995789,0.981475382748892,-0.005686469928097293,0.00018373153483990795
cubic,0.0,score_q,fft_phase_3,0.44999999999999996,2.988158369734278,5.818725848290206,8.806884218024484,32.0,25.0,0.8486848190004946,0.993898487337772,-0.013837560460739473,0.001709958978014705
cubic,0.0,score_q,fft_phase_3,0.5499999999999999,3.4327412365457146,5.962863100679771,9.395604337225485,21.0,13.0,0.7148732196374137,0.9806174241320019,-0.014993899352381716,0.001641878430415608
cubic,0.0,score_q,fft_phase_4,0.05,3.680120541932509,5.372117197815139,9.052237739747648,91.0,162.0,0.9158593316608412,0.9836034119584146,-0.0027445117330232027,0.0004110839291731512
cubic,0.0,score_q,fft_phase_4,0.15,3.2147875672197443,6.065163781217686,9.27995134843743,86.0,96.0,0.9317337729434171,0.9730855451915325,-0.02140012226673218,-1.8547906141554854e-05
cubic,0.0,score_q,fft_phase_4,0.25,3.2775167845634767,6.505740987722029,9.783257772285506,97.0,63.0,0.8347860051380361,0.9586127355439331,0.010746733966196034,-0.0031960668362264223
cubic,0.0,score_q,fft_phase_4,0.35,3.5933719250207865,5.889979377321586,9.483351302342372,39.0,68.0,0.8520222876828493,0.9890281144210387,-0.008299754064916363,0.001939532892668074
cubic,0.0,score_q,fft_phase_4,0.44999999999999996,3.2631844209667964,6.462330332371199,9.725514753337995,36.0,44.0,0.8094212266201675,0.9431969007857516,-0.006808684409532615,0.005238875010502131
cubic,0.0,score_q,fft_phase_4,0.5499999999999999,4.451359937486146,4.764252965442523,9.215612902928669,13.0,27.0,0.7253168930110081,0.9735931036407283,0.0040738734106376545,0.00763307539782914
cubic,0.0,score_q,fft_phase_5,0.05,3.596911578428231,5.4864071424613945,9.083318720889626,120.0,160.0,0.9465377155719756,0.9972775195989101,-0.003847509276900793,0.0020868721914272907
cubic,0.0,score_q,fft_phase_5,0.15,3.7358355365198186,5.29647660708819,9.032312143608008,88.0,162.0,0.8879909228163257,0.9780205020993459,0.012197038114760306,0.010129009377007548
cubic,0.0,score_q,fft_phase_5,0.25,3.4998057913461755,6.347272862103545,9.84707865344972,70.0,72.0,0.8567313918645117,0.9496084302333043,0.0021702359806305624,0.002312249038388739
cubic,0.0,score_q,fft_phase_5,0.35,3.2006085201432333,6.064423701972086,9.26503222211532,28.0,43.0,0.8487090170377624,0.9505569023498005,-0.019391080737799396,-0.0026061711384178492
cubic,0.0,score_q,fft_phase_5,0.44999999999999996,4.045943072619397,5.50662581284971,9.552568885469107,20.0,21.0,0.573162636031426,0.954695595035364,-0.0011528595086708407,0.006620923140307603
cubic,0.0,score_q,fft_phase_6,0.05,3.977131071562689,5.350127388795474,9.327258460358163,114.0,133.0,0.916272910323528,0.979263866172494,0.0078485164809712,0.0031240539282086886
cubic,0.0,score_q,fft_phase_6,0.15,3.744877173169372,5.336168200024567,9.08104537319394,86.0,135.0,0.8989497701198487,0.9812716318739012,0.00835045406356709,0.0032464621717142213
