beta,target,same_sector,carrier_vs_space_sector,same_sector_z,carrier_space_z,transition_combo_z,transition_combo_exc,bw_selected,inner_r,outer_r,gap
1.0,0.78,0.8922784687243749,-0.019916884071272664,223797175463.30347,121097839847.20595,172447507655.2547,0.875,0.005722222222222222,7.678838572187185,10.049006421660941,2.370167849473756
1.0,0.79,0.9176638008104226,0.009589984228415801,297048496633.87744,167351846264.58606,232200171449.23175,0.8823529411764706,0.0035,7.564450667525463,9.818361341431489,2.253910673906024
1.0,0.8,0.8612151398453676,-0.025437239234006134,230134462637.4429,139239804899.5206,184687133768.48175,0.8653846153846154,0.004166666666666667,7.799293086903159,9.905643167248044,2.106350080344885
1.0,0.81,0.9680291611545656,0.08285420361012147,391100429711.85114,296405266943.2918,343752848327.5715,0.9791666666666666,0.004166666666666667,7.8887102307886465,10.25371305719885,2.3650028264102043
1.0,0.82,0.9148834211836268,0.02936049990145986,279458507282.2626,244195167431.8396,261826837357.0511,0.85,0.004666666666666667,8.615613277557097,10.343942964677598,1.7283296871205005
1.0,0.83,0.8528415199671397,-0.06491406032855154,193030760812.57788,35234462021.24014,114132611416.90901,0.6,0.004833333333333334,7.569689874535795,10.169215554897072,2.599525680361275
1.0,0.84,0.9047277921128476,0.029229374812743108,316296041875.6965,239266175178.33817,277781108527.01733,0.9375,0.005666666666666667,8.363613317083123,10.432352443149188,2.0687391260660646
1.0,0.85,0.9035203707347318,0.005881946089014142,511347627345.55914,286802951414.7017,399075289380.13043,1.0,0.007242424242424243,8.179812348310405,10.125718917855542,1.945906569545136
1.0,0.86,0.9516573928293409,0.0697517038612246,463779049222.6867,362606977328.95184,413193013275.8193,0.9285714285714286,0.005722222222222222,8.086165513614453,10.123747601990816,2.037582088376361
1.5,0.6,0.6620124550327722,-0.16321960358398824,15554245378.935717,10090336529.950933,12822290954.443325,0.6515151515151515,0.004666666666666666,6.3180021418583925,9.55623018025403,3.238228038395638
1.5,0.61,0.7347512647215108,-0.10258735357708254,14982393099.308348,7903973908.258114,11443183503.78323,0.7272727272727273,0.00396969696969697,6.3634659593925305,9.260418678501527,2.896952719108996
1.5,0.62,0.6334206667932176,-0.22216629239180719,6436391912.705491,-5291359582.806222,572516164.9496344,0.5416666666666666,0.00425,5.713304224337548,8.601708023270513,2.8884037989329663
1.5,0.63,0.6983385427112894,-0.13436282778305836,45653174022.13045,22769456092.94962,34211315057.54003,0.7071428571428572,0.004714285714285714,5.956359326249322,8.780664333667135,2.8243050074178138
1.5,0.64,0.6709258141701652,-0.16913431761403114,24192228614.541595,4571810269.153735,14382019441.847664,0.6953125,0.0035,6.769179970022952,9.724146942271979,2.954966972249027
