geometry,beta,criterion,winner_mode_index,winner_q,winner_exact_family,winner_support_family,real_exact,sur_exact_mean,sur_exact_std,z_exact,exact_exceed,sur_exact_p95,triads_exact,eligible_exact,real_support,sur_support_mean,sur_support_std,z_support,support_exceed,sur_support_p95,triads_support,eligible_support
ortho_1.05_1.20,1.0,score_iso,9,Z1,"1-axis:(1,)",1-axis,0.9997115494962624,0.4684699515484385,0.2486782964906062,2.1362604032706782,1.0,0.9265818532750104,3,3,0.7198061545160266,0.25619142685918456,0.22607177292026273,2.050741327261196,0.9375,0.7350678369613252,6,6
ortho_1.05_1.20,1.0,q_only,7,Z1,"1-axis:(1,)",1-axis,0.995872807453551,0.9958728074535511,1.1102230246251565e-16,-0.0001110099778791752,0.0,0.995872807453551,1,3,0.8570148355866881,0.6565056503909424,0.3075057377253686,0.6520502240974999,0.5833333333333334,0.9890081645518866,2,6
ortho_1.05_1.20,1.0,xyz_only,9,Z1,"1-axis:(1,)",1-axis,0.9997115494962624,0.5553693496389843,0.20228502504709864,2.196614404608665,1.0,0.8850073587263084,3,3,0.7198061545160266,0.4010113561716822,0.226090528502548,1.4100316384520353,0.9166666666666666,0.749851729383942,6,6
ortho_1.05_1.20,1.5,score_q,9,X1+Y2+Z1,"3-axis:(1, 1, 2)",3-axis,0.954393049959439,0.5516553422011264,0.2386070329207326,1.687870230926587,0.9583333333333334,0.9353323497530458,3,3,0.4808751593477624,0.31591980036357087,0.24202158039333865,0.6815729354193167,0.7916666666666666,0.778196854579245,8,8
ortho_1.05_1.20,1.5,score_iso,10,Z1,"1-axis:(1,)",1-axis,0.9996905356799713,0.5379040671823844,0.2375021595761626,1.9443463980274087,1.0,0.9260791879102135,3,3,0.7127499870657316,0.31699305580257564,0.19965292605653126,1.982224548760763,0.9583333333333334,0.6978457840933836,6,6
ortho_1.05_1.20,1.5,q_only,9,X1+Y2+Z1,"3-axis:(1, 1, 2)",3-axis,0.954393049959439,0.5207029657942726,0.2352082794932445,1.8438555185969918,0.9375,0.9552778657611052,3,3,0.4808751593477624,0.3243906515397259,0.2240471096731183,0.6984446620875709,0.7708333333333334,0.7923190368190077,8,8
ortho_1.05_1.20,1.5,xyz_only,10,Z1,"1-axis:(1,)",1-axis,0.9996905356799713,0.5304495954836675,0.24269586338522778,1.9334525675435625,1.0,0.9516012462953397,3,3,0.7127499870657316,0.38766917424152153,0.23159024003463505,1.403689606151751,0.8958333333333334,0.7451766908129102,6,6
ortho_1.05_1.20,2.0,score_q,9,X1+Y1+Z1,"3-axis:(1, 1, 1)",3-axis,0.9975197280623082,0.9975197280623082,0.0,0.0,0.0,0.9975197280623082,1,1,0.4440658868237497,0.2804646085502307,0.22415012001700196,0.7298737036606531,0.7916666666666666,0.7925923434580695,8,8
ortho_1.05_1.20,2.0,score_iso,10,X1+Y1+Z2,"3-axis:(1, 1, 2)",3-axis,0.9998771812534633,0.5840809043732695,0.22807468538626574,1.8230707023630477,1.0,0.9563895509593989,3,3,0.3542796039249231,0.2897051484033551,0.20829267635397508,0.3100178875781468,0.6666666666666666,0.6442569194618334,8,8
ortho_1.05_1.20,2.0,q_only,9,X1+Y1+Z1,"3-axis:(1, 1, 1)",3-axis,0.9975197280623082,0.9975197280623082,0.0,0.0,0.0,0.9975197280623082,1,1,0.4440658868237497,0.3234643011059745,0.1958528351586535,0.6157765631498993,0.6458333333333334,0.6194653527571555,8,8
ortho_1.05_1.20,2.0,xyz_only,10,X1+Y1+Z2,"3-axis:(1, 1, 2)",3-axis,0.9998771812534633,0.5144668074367299,0.22957519149030994,2.114385141807047,1.0,0.9297558903472389,3,3,0.3542796039249231,0.2924689440444972,0.223714575191597,0.27629250274468165,0.7291666666666666,0.7519404712832592,8,8
ortho_1.05_1.20,5.0,score_q,5,X1+Y2+Z2,"3-axis:(1, 2, 2)",3-axis,0.38719113451933956,0.5383000256226432,0.23311571946704912,-0.6482140777469735,0.3333333333333333,0.9679955933503284,3,3,0.4051952570681061,0.28138213876715534,0.16980152780600216,0.7291637472289283,0.6875,0.49674554723019476,8,8
