geometry,beta,null_type,draw,real_consensus_family,real_consensus_q,surrogate_consensus_family,surrogate_consensus_q,family_match_real,q_match_real,surrogate_consensus_strength,surrogate_q_consensus_strength,real_mean_winner_q_contrast,real_mean_winner_xyz,surrogate_mean_winner_q_contrast,surrogate_mean_winner_xyz
tet_1.05,5.0,fft_phase,9,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.1737303186344385,0.00013448253732522983,0.15396701927276732,0.000176567148286505
tet_1.05,5.0,fft_phase,10,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,1.0,0.5,0.1737303186344385,0.00013448253732522983,0.17373031863443844,0.00017834766604906373
tet_1.05,5.0,fft_phase,11,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,1.0,0.75,0.1737303186344385,0.00013448253732522983,0.15348917621021674,0.0001703929747559786
tet_1.05,5.0,fft_phase,12,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.1737303186344385,0.00013448253732522983,0.15396701927276737,0.00016859496599740432
tet_1.05,5.0,fft_phase,13,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,1.0,0.75,0.1737303186344385,0.00013448253732522983,0.1534891762102167,0.00017013775004473474
tet_1.05,5.0,fft_phase,14,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.1737303186344385,0.00013448253732522983,0.15396701927276735,0.00017824243598304156
tet_1.05,5.0,fft_phase,15,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.1737303186344385,0.00013448253732522983,0.17468600475953977,0.00016915222241884568
tet_1.05,5.0,fft_phase,16,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.1737303186344385,0.00013448253732522983,0.17468600475953977,0.00016588985587725165
tet_1.05,5.0,fft_phase,17,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,1.0,0.5,0.1737303186344385,0.00013448253732522983,0.1737303186344385,0.0001756104977114251
tet_1.05,5.0,fft_phase,18,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.1737303186344385,0.00013448253732522983,0.15396701927276735,0.00017246796441712587
tet_1.05,5.0,fft_phase,19,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.1737303186344385,0.00013448253732522983,0.1746860047595398,0.00017185676191704515
tet_1.05,5.0,fft_phase,20,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,1.0,0.5,0.1737303186344385,0.00013448253732522983,0.1737303186344385,0.0001692830173757966
tet_1.05,5.0,fft_phase,21,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.1737303186344385,0.00013448253732522983,0.17468600475953977,0.00017045023938238435
tet_1.05,5.0,fft_phase,22,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,1.0,0.5,0.1737303186344385,0.00013448253732522983,0.1737303186344385,0.00016965614164289074
tet_1.05,5.0,fft_phase,23,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.1737303186344385,0.00013448253732522983,0.17468600475953974,0.00016830450467150398
tet_1.05,10.0,cell_shuffle,0,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",X1+Y2,0.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.14615913943496564,0.00023213382388419026
tet_1.05,10.0,cell_shuffle,1,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",Y1+Z2,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.14546712767193515,0.00027140086799990197
tet_1.05,10.0,cell_shuffle,2,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.13400011940476064,0.00022366632520825195
tet_1.05,10.0,cell_shuffle,3,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.13253941565625105,0.0002464301373491967
tet_1.05,10.0,cell_shuffle,4,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",X1+Y1,0.0,0.0,0.5,0.25,0.20277260462497257,0.0002773384726291186,0.1187394221890746,0.0002265777165070563
tet_1.05,10.0,cell_shuffle,5,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",X1+Y2,0.0,0.0,0.25,0.25,0.20277260462497257,0.0002773384726291186,0.1292620209882167,0.0002404925327199801
tet_1.05,10.0,cell_shuffle,6,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",X1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.11734203023023276,0.00024150715723014732
tet_1.05,10.0,cell_shuffle,7,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.12484264970890913,0.00023251532113627293
tet_1.05,10.0,cell_shuffle,8,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",X1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.11420572522429862,0.0002447818592643213
tet_1.05,10.0,cell_shuffle,9,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",X1+Z2,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.09531160404228264,0.00022657771650705626
tet_1.05,10.0,cell_shuffle,10,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.1194812285008825,0.00024643013734919675
tet_1.05,10.0,cell_shuffle,11,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Z1,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.15837798280303123,0.00023251532113627293
tet_1.05,10.0,cell_shuffle,12,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",Y1+Z1,0.0,0.0,1.0,1.0,0.20277260462497257,0.0002773384726291186,0.17084116845141173,0.0002593216762916995
tet_1.05,10.0,cell_shuffle,13,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 2, 2)",X1+Y2+Z2,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.16555634240848957,0.0002832760772583352
tet_1.05,10.0,cell_shuffle,14,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",Y1+Z1,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.16209954264394696,0.00028327607725833526
tet_1.05,10.0,cell_shuffle,15,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.10603791028464675,0.00023213382388419024
tet_1.05,10.0,cell_shuffle,16,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.17613951720816673,0.00024643013734919675
tet_1.05,10.0,cell_shuffle,17,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",Y1+Z2,0.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.12978573309954317,0.00024643013734919675
tet_1.05,10.0,cell_shuffle,18,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",Y1+Z2,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.13548693171846934,0.00027140086799990197
tet_1.05,10.0,cell_shuffle,19,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.15530805352235189,0.00023251532113627293
tet_1.05,10.0,cell_shuffle,20,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Z1,0.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.13346543084335946,0.00027140086799990197
tet_1.05,10.0,cell_shuffle,21,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 2, 2)",X1+Y2+Z2,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.11516403768979194,0.00022657771650705626
tet_1.05,10.0,cell_shuffle,22,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",Y1+Z1,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.14775303220218536,0.00027140086799990197
tet_1.05,10.0,cell_shuffle,23,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",X1+Z2,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.13148801927391496,0.0002832760772583352
tet_1.05,10.0,shell_shuffle,0,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.14215272247726485,0.00022952995674682946
tet_1.05,10.0,shell_shuffle,1,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",X1+Z2,0.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.12786252874786333,0.000271400867999902
tet_1.05,10.0,shell_shuffle,2,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Y1,0.0,0.0,1.0,0.5,0.20277260462497257,0.0002773384726291186,0.15600543382991772,0.0002714008679999019
tet_1.05,10.0,shell_shuffle,3,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 2, 2)",X1+Y2+Z2,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.12710935378509902,0.00022366632520825195
tet_1.05,10.0,shell_shuffle,4,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Y1,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.1854828706553216,0.00028327607725833526
tet_1.05,10.0,shell_shuffle,5,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Y1,0.0,0.0,0.5,0.25,0.20277260462497257,0.0002773384726291186,0.12385528623620379,0.00022619621925497362
tet_1.05,10.0,shell_shuffle,6,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",X1,0.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.149639761661352,0.00022366632520825195
tet_1.05,10.0,shell_shuffle,7,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",X1+Y1+Z2,0.0,1.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.16691618720129145,0.0002447818592643213
tet_1.05,10.0,shell_shuffle,8,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.17378503811585433,0.0002832760772583352
tet_1.05,10.0,shell_shuffle,9,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.13000356413401726,0.00024643013734919675
tet_1.05,10.0,shell_shuffle,10,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.13589302911612514,0.0002447818592643213
tet_1.05,10.0,shell_shuffle,11,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.1158261664876567,0.00023556955260093065
tet_1.05,10.0,shell_shuffle,12,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",X1+Y2,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.11505527744781652,0.00024643013734919675
tet_1.05,10.0,shell_shuffle,13,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",Z1,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.16428103119868342,0.00028327607725833526
tet_1.05,10.0,shell_shuffle,14,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 2)",X1+Y2+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.13512160727768244,0.00024478185926432133
tet_1.05,10.0,shell_shuffle,15,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.10393545357983838,0.00023213382388419026
tet_1.05,10.0,shell_shuffle,16,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",Y1,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.15633892674947408,0.0002593216762916995
tet_1.05,10.0,shell_shuffle,17,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",Y1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.12610213986111332,0.00024643013734919675
tet_1.05,10.0,shell_shuffle,18,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Y1,0.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.12832439381739574,0.0002714008679999019
tet_1.05,10.0,shell_shuffle,19,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.12256640117695666,0.00022053812065295504
tet_1.05,10.0,shell_shuffle,20,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Y1,0.0,0.0,1.0,0.75,0.20277260462497257,0.0002773384726291186,0.1614478688004094,0.00028327607725833526
tet_1.05,10.0,shell_shuffle,21,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",X1+Y2,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.14145419642179355,0.0002714008679999019
tet_1.05,10.0,shell_shuffle,22,"3-axis:(1, 1, 2)",X1+Y1+Z2,"1-axis:(1,)",Y1,0.0,0.0,1.0,1.0,0.20277260462497257,0.0002773384726291186,0.14412149304266797,0.00028327607725833526
tet_1.05,10.0,shell_shuffle,23,"3-axis:(1, 1, 2)",X1+Y1+Z2,"2-axis:(1, 1)",X1+Z1,0.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.14226543716480738,0.00028327607725833526
tet_1.05,10.0,fft_phase,0,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.2055993129314332,0.0003059418332491836
tet_1.05,10.0,fft_phase,1,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.20559931293143327,0.0003206483031688871
tet_1.05,10.0,fft_phase,2,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.2027726046249725,0.00031884315182008696
tet_1.05,10.0,fft_phase,3,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.20559931293143324,0.0003054717119513078
tet_1.05,10.0,fft_phase,4,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.20277260462497254,0.0003135702792347335
tet_1.05,10.0,fft_phase,5,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.17578624264461074,0.00031181045230215416
tet_1.05,10.0,fft_phase,6,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.2027726046249725,0.0002950071741195427
tet_1.05,10.0,fft_phase,7,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.20418595877820292,0.00029720802396453677
tet_1.05,10.0,fft_phase,8,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.17719959679784103,0.0003182414007901521
tet_1.05,10.0,fft_phase,9,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.20418595877820295,0.0003117684658863565
tet_1.05,10.0,fft_phase,10,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.20277260462497262,0.00030522840632342434
tet_1.05,10.0,fft_phase,11,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.177199596797841,0.00030806564791535564
tet_1.05,10.0,fft_phase,12,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.20277260462497257,0.00030781856038740007
tet_1.05,10.0,fft_phase,13,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.20277260462497257,0.0003183070308755304
tet_1.05,10.0,fft_phase,14,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.2055993129314332,0.0003081883087169118
tet_1.05,10.0,fft_phase,15,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.2055993129314333,0.00031866409526294106
tet_1.05,10.0,fft_phase,16,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.17719959679784103,0.00031061097730655237
tet_1.05,10.0,fft_phase,17,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.1757862426446107,0.00031416416255646625
tet_1.05,10.0,fft_phase,18,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.75,0.20277260462497257,0.0002773384726291186,0.2055993129314332,0.00030949163603209766
tet_1.05,10.0,fft_phase,19,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.17719959679784097,0.00031518417513816757
tet_1.05,10.0,fft_phase,20,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y1+Z2,1.0,1.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.2027726046249726,0.00031688080373712385
tet_1.05,10.0,fft_phase,21,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.1757862426446107,0.00031142065431431337
tet_1.05,10.0,fft_phase,22,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 2)",X1+Y2+Z1,1.0,0.0,0.75,0.5,0.20277260462497257,0.0002773384726291186,0.20418595877820292,0.00030624360077147336
tet_1.05,10.0,fft_phase,23,"3-axis:(1, 1, 2)",X1+Y1+Z2,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,0.5,0.5,0.20277260462497257,0.0002773384726291186,0.177199596797841,0.0003058538433725644
tet_1.10,0.0,cell_shuffle,0,"1-axis:(1,)",Y1,"2-axis:(1, 2)",X1+Z2,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.10288987262796044,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,1,"1-axis:(1,)",Y1,"2-axis:(1, 1)",Y1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.10828642103159973,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,2,"1-axis:(1,)",Y1,"1-axis:(1,)",Z1,1.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.08830652954671235,0.00011271220073669489
tet_1.10,0.0,cell_shuffle,3,"1-axis:(1,)",Y1,"2-axis:(1, 1)",X1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.07685197543319186,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,4,"1-axis:(1,)",Y1,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.2136393017730282,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,5,"1-axis:(1,)",Y1,"3-axis:(1, 1, 2)",X1+Y1+Z2,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.10483084496689156,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,6,"1-axis:(1,)",Y1,"1-axis:(1,)",Z1,1.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.1007679884828759,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,7,"1-axis:(1,)",Y1,"2-axis:(1, 2)",X1+Z2,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.08938984530673444,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,8,"1-axis:(1,)",Y1,"1-axis:(1,)",X1,1.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.14240391232246508,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,9,"1-axis:(1,)",Y1,"2-axis:(1, 2)",X1+Y2,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.10897058909015508,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,10,"1-axis:(1,)",Y1,"1-axis:(1,)",Y1,1.0,1.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.08119367126688493,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,11,"1-axis:(1,)",Y1,"2-axis:(1, 2)",X1+Y2,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.15470612125136302,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,12,"1-axis:(1,)",Y1,"1-axis:(1,)",Z1,1.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.08308680064324467,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,13,"1-axis:(1,)",Y1,"1-axis:(1,)",Z1,1.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.0715230300492282,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,14,"1-axis:(1,)",Y1,"3-axis:(1, 1, 1)",X1+Y1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.09825500415059515,0.00011271220073669485
tet_1.10,0.0,cell_shuffle,15,"1-axis:(1,)",Y1,"3-axis:(1, 1, 2)",X1+Y2+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.0963153634128949,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,16,"1-axis:(1,)",Y1,"1-axis:(1,)",Y1,1.0,1.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.08561942093889306,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,17,"1-axis:(1,)",Y1,"2-axis:(1, 2)",Y1+Z2,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.17667453901167418,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,18,"1-axis:(1,)",Y1,"2-axis:(1, 1)",Y1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.10869266453674453,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,19,"1-axis:(1,)",Y1,"2-axis:(1, 1)",X1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.10744454824377342,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,20,"1-axis:(1,)",Y1,"2-axis:(1, 1)",X1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.15976660071494503,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,21,"1-axis:(1,)",Y1,"2-axis:(1, 1)",X1+Y1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.09312357428192425,0.00011271220073669487
tet_1.10,0.0,cell_shuffle,22,"1-axis:(1,)",Y1,"1-axis:(1,)",Y1,1.0,1.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.11559731402150449,0.00011271220073669486
tet_1.10,0.0,cell_shuffle,23,"1-axis:(1,)",Y1,"2-axis:(1, 1)",X1+Z1,0.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.15095095026636698,0.00011271220073669487
tet_1.10,0.0,shell_shuffle,0,"1-axis:(1,)",Y1,"1-axis:(1,)",Y1,1.0,1.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.1702683980098252,0.00011271220073669487
tet_1.10,0.0,shell_shuffle,1,"1-axis:(1,)",Y1,"1-axis:(1,)",Y1,1.0,1.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.16007380456816703,0.00011271220073669485
tet_1.10,0.0,shell_shuffle,2,"1-axis:(1,)",Y1,"1-axis:(1,)",X1,1.0,0.0,1.0,1.0,0.15139921439940615,0.00011271220073669487,0.15679386505457885,0.00011271220073669487
