beta,real_support_mean,sur_support_mean,support_exceed_mean,z_support_mean,real_exact_mean,sur_exact_mean,exact_exceed_mean,z_exact_mean
0.0,0.7392349511505077,0.33825053902962826,0.9114583333333334,1.6947949360933743,0.9989051587117914,0.5284272029763095,1.0,1.983335860404818
1.0,0.6916377925701174,0.4044009204833113,0.8084490740740741,1.2055571667228588,0.9487400426553544,0.6732185888426072,0.6996527777777778,1.2315513528130233
1.5,0.5382504236199446,0.34802591639228564,0.7540509259259259,0.8958068544527453,0.8408050791557447,0.6502986078261355,0.6290509259259258,0.9023455477054174
2.0,0.4667264833722169,0.3303235240656149,0.703125,0.5859006652098822,0.8444544756379566,0.730743494511631,0.5115740740740741,0.5160194677999215
5.0,0.348074778102766,0.32167165716156254,0.5908564814814814,0.20363564772966913,0.6465796417400886,0.6488860708997752,0.4305555555555555,0.054868707022923985
10.0,0.3492761297341225,0.3233120633291735,0.5902777777777778,0.1522539862104736,0.6698195032970382,0.7240376772333544,0.30092592592592593,-0.1443516646523996
