geometry,beta,criterion,winner_mode_index,winner_q,winner_family,winner_q_contrast,winner_xyz,real_triad_all,sur_triad_all_mean,sur_triad_all_std,triad_all_z,triad_all_exceed,sur_triad_all_p95,real_triad_topk,sur_triad_topk_mean,sur_triad_topk_std,triad_topk_z,triad_topk_exceed,sur_triad_topk_p95
tet_1.10,10.0,q_only,3,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.2302444018222361,0.0001413361935533088,0.060586841546009074,0.3206946396851529,0.2397082477565384,-1.085101578992139,0.140625,0.728587275379175,0.04188444060729796,0.37421621621741497,0.2798463115854218,-1.1875510301570895,0.078125,0.8692947116260463
tet_1.10,10.0,xyz_only,5,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.183566451691485,0.00027280702547916274,0.14513636308777716,0.2955045799505961,0.17228392766079376,-0.8727930626123348,0.21875,0.5759775328707732,0.16005566724267262,0.37799265605795473,0.2385297680569812,-0.9136678855207143,0.21875,0.796178449116918
ortho_1.05_1.20,0.0,score_q,8,Y1,"1-axis:(1,)",0.15139921439944007,0.00011271220073671473,0.4527102990712282,0.21452753217776271,0.15395880294978365,1.5470552013164578,0.90625,0.5257657261208145,0.7530638144631463,0.3049247599086907,0.23813283082940134,1.8818868989703526,0.9375,0.7852001719937306
ortho_1.05_1.20,0.0,score_iso,8,Y1,"1-axis:(1,)",0.15139921439944007,0.00011271220073671473,0.4527102990712282,0.2556137630530043,0.16970695396959778,1.1613933984836673,0.84375,0.5522889647323389,0.7530638144631463,0.35262532464817875,0.23095418140877355,1.7338438618891432,0.921875,0.7662804880348827
ortho_1.05_1.20,0.0,q_only,8,Y1,"1-axis:(1,)",0.15139921439944007,0.00011271220073671473,0.4527102990712282,0.24030552599726762,0.1490145936180724,1.4253957811470006,0.875,0.5234916132825758,0.7530638144631463,0.34320867376892833,0.23390026204675257,1.7522645639898549,0.953125,0.7492830181682827
ortho_1.05_1.20,0.0,xyz_only,8,Y1,"1-axis:(1,)",0.15139921439944007,0.00011271220073671473,0.4527102990712282,0.2155027574948034,0.1562854642726904,1.517783772654774,0.890625,0.5298675437535345,0.7530638144631463,0.30533262968442987,0.22527042434446615,1.9875275952430085,0.9375,0.772185601601757
ortho_1.05_1.20,1.0,score_q,9,Z1,"1-axis:(1,)",0.08764787052786459,5.912802245707572e-05,0.06109532916209905,0.08782177452084167,0.05123122418945806,-0.5216827390144716,0.34375,0.1992288433440246,0.7024963997310579,0.277812843304002,0.20148692694901518,2.1077474497013458,0.984375,0.648775951908634
ortho_1.05_1.20,1.0,score_iso,9,Z1,"1-axis:(1,)",0.08764787052786459,5.912802245707572e-05,0.06109532916209905,0.09296521083169301,0.06680886519807154,-0.4770307290002714,0.421875,0.22917259601245835,0.7024963997310579,0.24473867703554547,0.1819731798248064,2.5155230190168707,0.953125,0.6011001963647307
ortho_1.05_1.20,1.0,q_only,7,Z1,"1-axis:(1,)",0.14337273649405738,2.806706203022492e-05,0.1817708662072946,0.14990228212074924,0.09241726871940324,0.3448336498989137,0.640625,0.31287357143242106,0.007944223557348225,0.3411591840622686,0.2298070651956918,-1.449977006667405,0.03125,0.7573024418100588
ortho_1.05_1.20,1.0,xyz_only,9,Z1,"1-axis:(1,)",0.08764787052786459,5.912802245707572e-05,0.06109532916209905,0.10033961332410019,0.07305529479815256,-0.5371860351791553,0.28125,0.23185900622351097,0.7024963997310579,0.282171666174593,0.20915615827243175,2.009621600560145,0.9375,0.7039389051997627
ortho_1.05_1.20,1.5,score_q,9,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12156328637036809,4.0484544851534354e-05,0.4202245278470528,0.2119934190681181,0.13658772861398025,1.5245228168769542,0.875,0.4694302395252831,0.48087673589277824,0.25794740304468067,0.17457102784595124,1.2770122029844648,0.875,0.5601391286055761
ortho_1.05_1.20,1.5,score_iso,10,Z1,"1-axis:(1,)",0.051274624713857415,7.529750637244808e-05,0.012894606097597757,0.08368223407604541,0.05290603289815932,-1.3379878267072352,0.0,0.18815761258887514,0.23386050589837107,0.18648761226697064,0.17060394932134013,0.2776775908152853,0.734375,0.558705288267325
ortho_1.05_1.20,1.5,q_only,9,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12156328637036809,4.0484544851534354e-05,0.4202245278470528,0.22021597974312193,0.14724088580757927,1.3583764251727761,0.90625,0.4626171850702147,0.48087673589277824,0.27906410099370416,0.19153520917125197,1.053658153878013,0.828125,0.6175553970569344
