geometry,beta,criterion,winner_family,support_degree,mean_boundary,center_frac,opp_edge,neck_floor_z,pred_support_degree,correct,distance
ortho_1.05_1.20,0.0,score_q,"1-axis:(1,)",1,3.4190503040074485,0.1399097547808787,1.0,0.02625443174667549,1,True,1.2706226172771191
ortho_1.05_1.20,0.0,score_iso,"1-axis:(1,)",1,3.4190503040074485,0.1399097547808787,0.9791666666666666,0.02625443174667549,1,True,1.2233931544135135
ortho_1.05_1.20,0.0,q_only,"1-axis:(1,)",1,3.4190503040074485,0.1399097547808787,1.0,0.02625443174667549,1,True,1.2706226172771191
ortho_1.05_1.20,0.0,xyz_only,"1-axis:(1,)",1,3.4190503040074485,0.1399097547808787,1.0,0.02625443174667549,1,True,1.2706226172771191
ortho_1.05_1.20,1.0,score_q,"1-axis:(1,)",1,2.322050074004382,0.2773187228651181,0.1458333333333333,1.4616433328902945,1,True,2.240443151219463
ortho_1.05_1.20,1.0,score_iso,"1-axis:(1,)",1,2.322050074004382,0.2773187228651181,0.0416666666666666,1.4616433328902945,1,True,2.408699105412185
ortho_1.05_1.20,1.0,q_only,"1-axis:(1,)",1,2.322050074004382,0.0667808922502762,0.0,0.8744030744143324,1,True,2.0608681300821763
ortho_1.05_1.20,1.0,xyz_only,"1-axis:(1,)",1,2.3458733541790195,0.2773187228651181,0.0625,1.4616433328902945,1,True,2.3689024671348946
ortho_1.05_1.20,1.5,score_q,"3-axis:(1, 1, 2)",3,1.27293776006404,0.0075087318597973,0.9375,0.8807381711059618,3,True,1.5198395827495577
ortho_1.05_1.20,1.5,score_iso,"2-axis:(1, 1)",2,1.91176209740348,0.261135113882581,0.8958333333333334,-0.2597403968085478,2,True,1.588783554853253
ortho_1.05_1.20,1.5,q_only,"3-axis:(1, 2, 2)",3,1.2522057779884268,0.0075087318597973,0.8958333333333334,0.8807381711059618,3,True,1.4543921310539292
ortho_1.05_1.20,1.5,xyz_only,"2-axis:(1, 1)",2,1.91176209740348,0.261135113882581,0.8541666666666666,-0.2597403968085478,2,True,1.5371305693103336
ortho_1.05_1.20,2.0,score_q,"3-axis:(1, 2, 2)",3,1.085468641367416,0.0081006350176881,0.9583333333333334,0.7897443149926022,3,True,1.449602357005913
ortho_1.05_1.20,2.0,score_iso,"3-axis:(1, 1, 1)",3,1.5590002189595988,0.2472118140207229,0.6458333333333334,0.8152821595050955,2,False,1.5603386519723363
ortho_1.05_1.20,2.0,q_only,"3-axis:(1, 1, 2)",3,1.0385114538485702,0.0081006350176881,0.9791666666666666,0.7897443149926022,3,True,1.478915059539162
ortho_1.05_1.20,2.0,xyz_only,"3-axis:(1, 1, 1)",3,1.5590002189595988,0.2472118140207229,0.5625,0.8152821595050955,2,False,1.5722956949851712
