geometry,beta,criterion,winner_family,support_degree,mean_boundary,center_frac,opp_edge,neck_floor_z,pred_support_degree,correct,distance
tet_1.35,0.0,xyz_only,"1-axis:(1,)",1,3.3666665689475384,0.1399097547808792,1.0,0.02625443174684652,1,True,1.253405652954116
tet_1.35,1.0,score_q,"1-axis:(1,)",1,2.2535822554313376,0.028659784280634,0.5833333333333334,0.3096175788567854,2,False,1.3885948677241504
tet_1.35,1.0,score_iso,"1-axis:(1,)",1,2.2535822554313376,0.273795222658761,0.0416666666666666,-1.1500777781882132,2,False,2.472935430278215
tet_1.35,1.0,q_only,"1-axis:(1,)",1,2.2535822554313376,0.0667923565958049,0.0,0.8923438148479083,1,True,2.081563718433464
tet_1.35,1.0,xyz_only,"2-axis:(1, 2)",2,1.887047270361642,0.028659784280634,0.0416666666666666,-1.1500777781882132,3,False,2.3034050253874825
tet_1.35,1.5,score_q,"2-axis:(1, 2)",2,1.568281383029168,0.0311761272025929,0.9375,0.6569296921446574,3,False,1.3607342103696851
tet_1.35,1.5,score_iso,"1-axis:(1,)",1,1.7986794067439595,0.2600802500071319,0.75,-0.4138250344608207,2,False,1.3747832760300795
tet_1.35,1.5,q_only,"3-axis:(1, 1, 2)",3,1.6453326197519529,0.0311761272025929,0.9791666666666666,0.6569296921446574,3,True,1.4773367680320701
tet_1.35,1.5,xyz_only,"2-axis:(1, 2)",2,1.568281383029168,0.0311761272025929,0.9791666666666666,-0.4138250344608207,3,False,1.3578358303262885
tet_1.35,2.0,score_q,"3-axis:(1, 2, 2)",3,1.2996297675510844,0.0328767825707114,0.8125,0.11690703236663795,3,True,0.8106433977165385
tet_1.35,2.0,score_iso,"3-axis:(1, 1, 2)",3,1.4363964225294876,0.2464306766175263,0.2083333333333333,-0.38633211183541166,2,False,1.6923863950339353
tet_1.35,2.0,q_only,"3-axis:(1, 1, 1)",3,0.8798412609418299,0.0328767825707114,0.8958333333333334,1.498158262474993,3,True,1.8649479510958349
tet_1.35,2.0,xyz_only,"3-axis:(1, 2, 2)",3,1.2996297675510844,0.2464306766175263,0.1458333333333333,0.11690703236663795,2,False,1.8242762633734773
tet_1.35,5.0,score_q,"3-axis:(1, 1, 1)",3,0.4550888552722047,0.0520690336768485,0.125,-0.10163660440112532,3,True,1.3788500289310588
tet_1.35,5.0,score_iso,"3-axis:(1, 1, 2)",3,0.377162931519394,0.1871014122895744,0.1875,-0.6227341005051407,3,True,1.9250451835330031
tet_1.35,5.0,q_only,"3-axis:(1, 1, 2)",3,0.3466235448237689,0.035892840204008,0.9791666666666666,-0.09383093562765803,3,True,1.1271785942077832
tet_1.35,5.0,xyz_only,"3-axis:(1, 1, 1)",3,0.4550888552722047,0.1871014122895744,0.1875,-0.6227341005051407,2,False,1.908115842028916
tet_1.35,10.0,score_q,"3-axis:(1, 1, 2)",3,0.1370021673494922,0.0492578751471627,0.5833333333333334,-0.13437028760296163,3,True,0.6651033915384915
tet_1.35,10.0,score_iso,"3-axis:(1, 1, 2)",3,0.1154150624838775,0.1578643171421014,0.5208333333333334,-0.5572535687823068,3,True,1.351571930863302
tet_1.35,10.0,q_only,"3-axis:(1, 2, 2)",3,0.079848970054706,0.0492578820617747,0.7916666666666666,-0.13437028760296163,3,True,0.8450417704670158
tet_1.35,10.0,xyz_only,"3-axis:(1, 1, 2)",3,0.1370021673494922,0.1578643171421014,0.4791666666666667,-0.5572535687823068,3,True,1.3688628209417273
tet_1.50,0.0,score_q,"1-axis:(1,)",1,3.2775980721106004,0.139909754780879,1.0,1.8158584227681558,1,True,1.986233686559138
tet_1.50,0.0,score_iso,"1-axis:(1,)",1,3.2775980721106004,0.139909754780879,1.0,1.8158584227681558,1,True,1.986233686559138
tet_1.50,0.0,q_only,"1-axis:(1,)",1,3.2775980721106004,0.139909754780879,1.0,1.8158584227681558,1,True,1.986233686559138
tet_1.50,0.0,xyz_only,"1-axis:(1,)",1,3.2775980721106004,0.139909754780879,0.9583333333333334,1.8158584227681558,1,True,1.9276934927014837
tet_1.50,1.0,score_q,"1-axis:(1,)",1,2.155334289504186,0.0287612566224758,0.6666666666666666,-0.6475796422615336,2,False,1.4364632497775836
tet_1.50,1.0,score_iso,"1-axis:(1,)",1,2.155334289504186,0.0670836130892015,0.0,0.8940125190179286,1,True,2.105361175359291
tet_1.50,1.0,q_only,"1-axis:(1,)",1,2.155334289504186,0.0670836130892015,0.0,0.8940125190179286,1,True,2.105361175359291
tet_1.50,1.0,xyz_only,"3-axis:(1, 1, 1)",3,1.7901207978277256,0.2717876051748573,0.0,-0.6475796422615336,2,False,2.3021194032347942
tet_1.50,1.5,score_q,"3-axis:(1, 1, 1)",3,1.4643291771326188,0.009183420247062,0.8958333333333334,0.3172535808298797,3,True,1.2133014627023737
tet_1.50,1.5,score_iso,"3-axis:(1, 1, 2)",3,1.6236335919409144,0.0668631190192065,0.5208333333333334,0.6606995006867857,3,True,1.0458879603346343
tet_1.50,1.5,q_only,"3-axis:(1, 1, 1)",3,0.8797059025326149,0.0131803883285104,0.9583333333333334,-0.09827213986670143,3,True,1.1298079993558194
tet_1.50,1.5,xyz_only,"3-axis:(1, 1, 1)",3,1.4643291771326188,0.009183420247062,0.7291666666666666,-0.4926092623284284,3,True,1.1311427859685557
tet_1.50,2.0,score_q,"3-axis:(1, 1, 1)",3,1.1935623456326028,0.0332373992863764,0.75,-0.6590087527831927,3,True,1.030012015914868
tet_1.50,2.0,score_iso,"3-axis:(1, 2, 2)",3,1.3485899653808526,0.0653301555389594,0.9791666666666666,0.2880048819576599,3,True,1.1233799535846387
tet_1.50,2.0,q_only,"3-axis:(1, 1, 2)",3,1.345989758779864,0.0332373992863764,0.75,-0.6590087527831927,3,True,1.0836233701658993
tet_1.50,2.0,xyz_only,"3-axis:(1, 1, 1)",3,1.1935623456326028,0.0332373992863764,0.8958333333333334,-0.6590087527831927,3,True,1.2212224983097695
tet_1.50,5.0,score_q,"3-axis:(1, 1, 2)",3,0.3930308158048463,0.0518414977414305,0.9791666666666666,-0.2148404430130322,3,True,1.0935186026554313
tet_1.50,5.0,score_iso,"3-axis:(1, 2, 2)",3,0.3204118743324657,0.0571052934002713,0.0625,-0.05604169188141809,3,True,1.5581672923970087
tet_1.50,5.0,q_only,"3-axis:(1, 1, 2)",3,0.2066099259985983,0.0139268366077071,0.0,-0.615436558272549,3,True,1.994813189477031
tet_1.50,5.0,xyz_only,"3-axis:(1, 1, 2)",3,0.3930308158048463,0.0099604457911505,0.9166666666666666,-0.6780599863292744,3,True,1.3767307392967651
tet_1.50,10.0,score_q,"3-axis:(1, 1, 2)",3,0.1519704320712168,0.0487587940578127,0.7708333333333334,-0.05430865051093773,3,True,0.750035630284803
tet_1.50,10.0,score_iso,"3-axis:(1, 1, 2)",3,0.1519704320712168,0.0514100956971411,0.4791666666666667,-0.13311611850393706,3,True,0.7371109105712118
tet_1.50,10.0,q_only,"3-axis:(1, 2, 2)",3,0.0745422148562596,0.048758799646716,0.7083333333333334,0.09163475622935625,3,True,0.7254062787850063
tet_1.50,10.0,xyz_only,"3-axis:(1, 1, 2)",3,0.1519704320712168,0.0487587940578127,0.6458333333333334,-0.5898995708863682,3,True,0.9505553714351233
