beta,C_opp,E_opp,F_opp,CE_inc,EF_inc,CF_inc,L_align
0.0,0.9195601851851851,0.9872685185185185,0.9149305555555556,1.0,1.0,1.0,0.8206018518518517
1.0,0.05324074074074073,0.10937499999999999,0.17187499999999997,0.9763888888888889,0.9090277777777778,0.9694444444444444,0.9027777777777778
1.5,0.7598379629629629,0.9027777777777778,0.8726851851851852,0.5645833333333333,0.5805555555555555,0.5638888888888889,0.8831018518518519
2.0,0.6481481481481481,0.7627314814814814,0.8524305555555556,0.6354166666666666,0.6569444444444444,0.8076388888888889,0.9224537037037037
5.0,0.2465277777777778,0.35474537037037035,0.46122685185185186,0.9993055555555556,0.9937499999999999,0.9986111111111112,0.9085648148148149
10.0,0.4369212962962963,0.5659722222222222,0.6689814814814814,0.9958333333333333,0.9006944444444444,0.9895833333333334,0.8842592592592592
