case,label,y,I_norm
coherent_baseline,kohärent,-0.5052142857142857,0.013721242894442216
coherent_baseline,kohärent,-0.5044285714285714,0.012861053722315977
coherent_baseline,kohärent,-0.5036428571428572,0.012016628777713544
coherent_baseline,kohärent,-0.5028571428571429,0.01119005411921318
coherent_baseline,kohärent,-0.5020714285714286,0.010383361314570896
coherent_baseline,kohärent,-0.5012857142857143,0.009598521336968579
coherent_baseline,kohärent,-0.5005000000000001,0.008837438638367837
coherent_baseline,kohärent,-0.4997142857142858,0.008101945419608075
coherent_baseline,kohärent,-0.4989285714285715,0.007393796116298453
coherent_baseline,kohärent,-0.49814285714285716,0.006714662118933362
coherent_baseline,kohärent,-0.4973571428571429,0.00606612674493746
coherent_baseline,kohärent,-0.4965714285714286,0.005449680479600329
coherent_baseline,kohärent,-0.49578571428571433,0.004866716502020636
coherent_baseline,kohärent,-0.49500000000000005,0.00431852651130703
coherent_baseline,kohärent,-0.4942142857142858,0.0038062968673384856
coherent_baseline,kohärent,-0.4934285714285715,0.0033311050594058878
coherent_baseline,kohärent,-0.49264285714285716,0.002893916515010198
coherent_baseline,kohärent,-0.4918571428571429,0.0024955817600182135
coherent_baseline,kohärent,-0.4910714285714286,0.0021368339402452214
coherent_baseline,kohärent,-0.4902857142857143,0.0018182867133766639
coherent_baseline,kohärent,-0.48950000000000005,0.001540432518939497
coherent_baseline,kohärent,-0.48871428571428577,0.001303641232808047
coherent_baseline,kohärent,-0.4879285714285715,0.0011081592114746868
coherent_baseline,kohärent,-0.4871428571428572,0.0009541087300376195
coherent_baseline,kohärent,-0.48635714285714293,0.0008414878165644794
coherent_baseline,kohärent,-0.4855714285714286,0.0007701704841802291
coherent_baseline,kohärent,-0.4847857142857143,0.0007399073609107701
coherent_baseline,kohärent,-0.48400000000000004,0.0007503267159889926
coherent_baseline,kohärent,-0.48321428571428576,0.000800935880007232
coherent_baseline,kohärent,-0.4824285714285715,0.0008911230549782715
coherent_baseline,kohärent,-0.48164285714285715,0.001020159509058029
coherent_baseline,kohärent,-0.48085714285714287,0.0011872021493806392
coherent_baseline,kohärent,-0.4800714285714286,0.0013912964651793566
coherent_baseline,kohärent,-0.4792857142857143,0.0016313798321031206
coherent_baseline,kohärent,-0.47850000000000004,0.0019062851674085156
coherent_baseline,kohärent,-0.47771428571428576,0.002214744924501028
coherent_baseline,kohärent,-0.4769285714285715,0.0025553954141339045
coherent_baseline,kohärent,-0.4761428571428572,0.0029267814384415472
coherent_baseline,kohärent,-0.4753571428571429,0.003327361222898156
coherent_baseline,kohärent,-0.47457142857142864,0.003755511630253351
coherent_baseline,kohärent,-0.4737857142857143,0.004209533639506693
coherent_baseline,kohärent,-0.47300000000000003,0.0046876580720451744
coherent_baseline,kohärent,-0.47221428571428575,0.005188051546195407
coherent_baseline,kohärent,-0.4714285714285715,0.005708822640618591
coherent_baseline,kohärent,-0.4706428571428572,0.006248028246226506
coherent_baseline,kohärent,-0.4698571428571429,0.006803680085609919
coherent_baseline,kohärent,-0.4690714285714286,0.0073737513783497565
coherent_baseline,kohärent,-0.4682857142857143,0.007956183630038622
coherent_baseline,kohärent,-0.4675,0.00854889352236621
coherent_baseline,kohärent,-0.46671428571428575,0.009149779881223608
coherent_baseline,kohärent,-0.46592857142857147,0.009756730699464542
coherent_baseline,kohärent,-0.4651428571428572,0.01036763019071756
coherent_baseline,kohärent,-0.4643571428571429,0.01098036585048625
coherent_baseline,kohärent,-0.46357142857142863,0.011592835500687204
coherent_baseline,kohärent,-0.46278571428571436,0.01220295429378458
coherent_baseline,kohärent,-0.462,0.012808661652753532
coherent_baseline,kohärent,-0.46121428571428574,0.013407928123277651
coherent_baseline,kohärent,-0.46042857142857146,0.013998762114823343
coherent_baseline,kohärent,-0.4596428571428572,0.014579216507565048
coherent_baseline,kohärent,-0.4588571428571429,0.015147395102539386
coherent_baseline,kohärent,-0.45807142857142863,0.01570145889289284
coherent_baseline,kohärent,-0.4572857142857143,0.016239632134648928
coherent_baseline,kohärent,-0.4565,0.016760208196062682
coherent_baseline,kohärent,-0.45571428571428574,0.017261555165337925
coherent_baseline,kohärent,-0.45492857142857146,0.01774212119727651
coherent_baseline,kohärent,-0.4541428571428572,0.018200439580271028
coherent_baseline,kohärent,-0.4533571428571429,0.01863513350598818
coherent_baseline,kohärent,-0.4525714285714286,0.019044920525060332
coherent_baseline,kohärent,-0.45178571428571435,0.019428616673162185
coherent_baseline,kohärent,-0.45100000000000007,0.019785140252941123
coherent_baseline,kohärent,-0.4502142857142858,0.020113515258436646
coherent_baseline,kohärent,-0.44942857142857146,0.02041287442982482
coherent_baseline,kohärent,-0.4486428571428572,0.020682461927577743
