transmission,visible_fringes,visibility,fringe_spacing,asymmetry,corr_to_incoherent,l2_to_incoherent,case,label,trans_ratio_to_baseline
0.0008735236595384195,5,0.9813553182369112,0.1037142857142857,-7.675832578791782e-17,0.7375168796385705,0.8818022246658421,coherent_baseline,kohärent,1.0
0.0008432055987626074,7,0.9628652699214121,0.10253571428571429,0.046462793298725616,0.7217188293949915,0.8024681704129155,static_det_load,statische lokale Last,0.965292227125442
0.0007865884360831095,6,0.9681759081314644,0.10292857142857145,-0.03137711715926244,0.722041896452017,0.8562514759237209,spatial_rough_upper,statische Last + räumliche Rauigkeit,0.9004775400116264
0.0006362792099176642,8,0.6298754959018221,0.10332142857142859,-0.19582636286598548,0.7833237935094585,0.6181155903892394,temporal_fluct_sigma80,zeitliche Fluktuation (mittel),0.7284052389077611
0.0005893877372954087,8,0.40187845166278346,0.10096428571428573,-0.2503031031594394,0.8291511650363972,0.5421456449810966,temporal_fluct_sigma150,zeitliche Fluktuation (stark),0.6747244117083769
0.0005831829946389942,8,0.42759793653738665,0.10214285714285712,-0.2529340324263283,0.8170677929098615,0.5651949334824833,temporal_fluct_plus_loss,zeitliche Fluktuation + Verlustkanal,0.6676212925327691
0.0008717966365809722,1,,,7.657842676163687e-17,1.0,0.0,incoherent_reference,inkohärente Referenz,0.9980229236625829
