geometry,beta,criterion,branch_id,local_mode_index,eigenvalue,dominant_q,q_family,q_contrast,mean_abs_xyz,field_anisotropy,boundary_ratio,criterion_value,branch_overlap_prev
ortho_1.20_1.50,10.0,score_q,18,18,10.447013323438266,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12094631218443119,0.0005892440553170569,0.1901645271260437,0.0972194272089028,7.126689546719701e-05,0.9961832367061536
ortho_1.20_1.50,10.0,score_iso,9,11,8.269252913784126,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12147025529398947,0.0005314317458713974,0.46445525781934743,0.09092338924396051,0.00024682626854208577,0.997330771301461
ortho_1.20_1.50,10.0,q_only,5,5,5.423965519186925,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12186216731724303,0.00027428616021699646,0.21471053110851548,0.055357296813965874,0.12186216731724303,0.9981337727240693
ortho_1.20_1.50,10.0,xyz_only,18,18,10.447013323438266,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12094631218443119,0.0005892440553170569,0.1901645271260437,0.0972194272089028,0.0005892440553170569,0.9961832367061536
tet_1.05,0.0,score_q,18,18,5.373647355990473,Z1,"1-axis:(1,)",0.4149556841819922,0.0002112399709664242,0.7882245212728944,3.6211479884725275,8.765522667895672e-05,1.0
tet_1.05,0.0,score_iso,18,18,5.373647355990473,Z1,"1-axis:(1,)",0.4149556841819922,0.0002112399709664242,0.7882245212728944,3.6211479884725275,0.00016650452498870983,1.0
tet_1.05,0.0,q_only,18,18,5.373647355990473,Z1,"1-axis:(1,)",0.4149556841819922,0.0002112399709664242,0.7882245212728944,3.6211479884725275,0.4149556841819922,1.0
tet_1.05,0.0,xyz_only,18,18,5.373647355990473,Z1,"1-axis:(1,)",0.4149556841819922,0.0002112399709664242,0.7882245212728944,3.6211479884725275,0.0002112399709664242,1.0
tet_1.05,0.25,score_q,18,18,6.243760686628141,Z1,"1-axis:(1,)",0.3465813977567037,0.00018882715985762394,0.8584198809804093,3.3392695431968216,6.544398099788384e-05,0.9962925245077525
tet_1.05,0.25,score_iso,18,18,6.243760686628141,Z1,"1-axis:(1,)",0.3465813977567037,0.00018882715985762394,0.8584198809804093,3.3392695431968216,0.00016209298809085026,0.9962925245077525
tet_1.05,0.25,q_only,18,18,6.243760686628141,Z1,"1-axis:(1,)",0.3465813977567037,0.00018882715985762394,0.8584198809804093,3.3392695431968216,0.3465813977567037,0.9962925245077525
tet_1.05,0.25,xyz_only,20,19,6.507944331311473,X1,"1-axis:(1,)",0.31230497180030375,0.00019951548375109906,0.5521929920822081,3.3385025658266443,0.00019951548375109906,0.9162320660762211
tet_1.05,0.5,score_q,18,18,7.043417420090131,Z1,"1-axis:(1,)",0.27327625781698167,0.00016728136944655137,0.919008091878757,3.058964819725548,4.571402664485353e-05,0.9968836465220468
tet_1.05,0.5,score_iso,18,18,7.043417420090131,Z1,"1-axis:(1,)",0.27327625781698167,0.00016728136944655137,0.919008091878757,3.058964819725548,0.00015373293214194058,0.9968836465220468
tet_1.05,0.5,q_only,18,18,7.043417420090131,Z1,"1-axis:(1,)",0.27327625781698167,0.00016728136944655137,0.919008091878757,3.058964819725548,0.27327625781698167,0.9968836465220468
tet_1.05,0.5,xyz_only,20,19,7.307681944832134,Y1,"1-axis:(1,)",0.14191170147923196,0.00019096078279723776,0.3511942938523945,3.060564664576341,0.00019096078279723776,0.8738282790837756
tet_1.05,0.75,score_q,18,18,7.774036758637087,Z1,"1-axis:(1,)",0.20554583848129476,0.00014725851107428954,0.9704569507084037,2.788105389057562,3.0268374132271874e-05,0.9973880938998938
tet_1.05,0.75,score_iso,18,18,7.774036758637087,Z1,"1-axis:(1,)",0.20554583848129476,0.00014725851107428954,0.9704569507084037,2.788105389057562,0.00014290804562301472,0.9973880938998938
tet_1.05,0.75,q_only,18,18,7.774036758637087,Z1,"1-axis:(1,)",0.20554583848129476,0.00014725851107428954,0.9704569507084037,2.788105389057562,0.20554583848129476,0.9973880938998938
tet_1.05,0.75,xyz_only,20,20,8.03908737142061,Y1,"1-axis:(1,)",0.18555823410843109,0.00015962180651166736,0.5793515661382729,2.7928806191316573,0.00015962180651166736,0.8850109562533295
tet_1.05,1.0,score_q,18,18,8.438732152512937,Z1,"1-axis:(1,)",0.14945148710278286,0.00012910386870679344,0.9865219726778288,2.532314012267361,1.9294765168952713e-05,0.9978097328153148
tet_1.05,1.0,score_iso,18,18,8.438732152512937,Z1,"1-axis:(1,)",0.14945148710278286,0.00012910386870679344,0.9865219726778288,2.532314012267361,0.00012736380323696527,0.9978097328153148
