geometry,beta,branch_id,parent_branch_id,branch_overlap_prev,local_mode_index,eigenvalue,dominant_q,q_contrast,mean_abs_xyz,field_anisotropy,boundary_ratio,score_q,score_iso,score_q_only,score_xyz_only
cubic,1.5,1,1,0.9955295125060164,1,1.6167197148255572,X1+Y1+Z2,0.12046471410054653,9.693808316426387e-06,0.9999999999999902,0.5870165143727113,1.1677618473838049e-06,9.693808316426292e-06,0.12046471410054653,9.693808316426387e-06
cubic,1.5,3,3,0.79398836769954,2,3.3623041757483345,X1+Y1+Z2,0.14764649864396942,2.568800813985151e-05,0.23582931345973274,0.9919397593019088,3.7927444589868614e-06,6.057985323769208e-06,0.14764649864396942,2.568800813985151e-05
cubic,1.5,2,2,0.9422506326736814,3,3.3623041757483354,X1+Y2+Z2,0.19483187401041133,2.6819883452682275e-05,0.23189492667501801,0.9919397593019093,5.225368153826908e-06,6.219394906692285e-06,0.19483187401041133,2.6819883452682275e-05
cubic,1.5,4,4,0.7689196323942902,4,3.362304175748376,X1+Y2+Z1,0.20783319523180446,2.5452942228831643e-05,0.23182660194760146,0.9919397593019068,5.289966311468607e-06,5.9006691064786495e-06,0.20783319523180446,2.5452942228831643e-05
cubic,1.5,5,5,0.8330164613305485,5,5.107888636671164,X1+Y2+Z2,0.10274882512429544,4.5361145686826584e-05,0.28893620069088205,1.3968630042311,4.660804425613433e-06,1.3106477093737265e-05,0.10274882512429544,4.5361145686826584e-05
cubic,1.5,7,7,0.9925102587261123,6,5.107888636671167,X1+Y1+Z2,0.10718273483807539,4.4288599252926984e-05,0.2744686991829038,1.3968630042311028,4.746973190076257e-06,1.2155834225583794e-05,0.10718273483807539,4.4288599252926984e-05
cubic,1.5,6,6,0.8352108158634824,7,5.107888636671187,X1+Y1+Z1,0.10383598015946507,5.2761685891903825e-05,0.278290742489838,1.3968630042311025,5.4785613694516535e-06,1.4683088741873525e-05,0.10383598015946507,5.2761685891903825e-05
cubic,1.5,11,11,0.9579258904540523,8,6.5414095191502355,X1+Y1+Z2,0.2520578924778354,1.3884443190263705e-05,0.711606615212414,1.3309442037500145,3.4996834887661027e-06,9.880261622732606e-06,0.2520578924778354,1.3884443190263705e-05
cubic,1.5,10,10,0.9501076196061508,9,6.541409519150274,X1+Y1+Z1,0.13187783982079784,6.344202673032814e-05,0.9151304021903619,1.3309442037500125,8.366597439048988e-06,5.805772743749688e-05,0.13187783982079784,6.344202673032814e-05
cubic,1.5,9,9,0.9526427348827448,10,6.541409519150288,X1+Y2+Z2,0.21356263280655627,1.3181872830552798e-05,0.6755711339629071,1.3309442037500137,2.8151554670140676e-06,8.905292775891391e-06,0.21356263280655627,1.3181872830552798e-05
cubic,1.5,8,8,0.9943137918038202,11,6.853473097594,Z1,0.04895680482788216,7.075993741760196e-05,0.9999999999999966,1.8017862491602967,3.4641804457866953e-06,7.075993741760172e-05,0.04895680482788216,7.075993741760196e-05
cubic,1.5,13,13,0.49500834259161075,12,8.286993980073078,X1+Y2+Z2,0.18517344390302906,8.62502209388497e-05,0.6440508428148038,1.7358674488334511,1.5971250448643947e-05,5.554952748862919e-05,0.18517344390302906,8.62502209388497e-05
