geometry,beta,local_mode_index,eigenvalue,variant,dominant_q,q_family,q_contrast,mean_abs_xyz,field_anisotropy,boundary_ratio,score_q,score_iso,score_q_only,score_xyz_only
ortho_1.20_1.50,10.0,7,6.251550950932088,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12134803317211514,0.00027045968879270453,0.3026163141508222,0.06970331568491311,3.281975128733705e-05,8.184551414882668e-05,0.12134803317211514,0.00027045968879270453
ortho_1.20_1.50,10.0,7,6.251550950932088,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12134803417227828,0.0018041690591755419,0.3026163141508222,0.06970331568491311,0.00021893236864540082,0.0005459709907926591,0.12134803417227828,0.0018041690591755419
ortho_1.20_1.50,10.0,7,6.251550950932088,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12134803412590627,0.0010373143739837371,0.3026163141508222,0.06970331568491311,0.00012587606005347163,0.00031390825247062606,0.12134803412590627,0.0010373143739837371
ortho_1.20_1.50,10.0,8,6.950374192899261,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1209410961843095,0.00026676273200505323,0.7071686849408862,0.07975236141243186,3.226257722981232e-05,0.00018864625038325156,0.1209410961843095,0.00026676273200505323
ortho_1.20_1.50,10.0,8,6.950374192899261,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12094109649368154,0.00026676273180862144,0.7071686849408862,0.07975236141243186,3.2262577288584575e-05,0.00018864625024434114,0.12094109649368154,0.00026676273180862144
ortho_1.20_1.50,10.0,8,6.950374192899261,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12094109621676824,0.00026676273160925856,0.7071686849408862,0.07975236141243186,3.226257719060326e-05,0.00018864625010335797,0.12094109621676824,0.00026676273160925856
ortho_1.20_1.50,10.0,8,6.950374192899261,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12094109624155329,0.00026676273144258606,0.7071686849408862,0.07975236141243186,3.2262577177057434e-05,0.0001886462499854924,0.12094109624155329,0.00026676273144258606
ortho_1.20_1.50,10.0,8,6.950374192899261,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12094109636556694,0.0002667627315201178,0.7071686849408862,0.07975236141243186,3.2262577219516424e-05,0.0001886462500403204,0.12094109636556694,0.0002667627315201178
ortho_1.20_1.50,10.0,8,6.950374192899261,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12094109619316963,0.00026676273176497883,0.7071686849408862,0.07975236141243186,3.2262577203141014e-05,0.00018864625021347846,0.12094109619316963,0.00026676273176497883
ortho_1.20_1.50,10.0,8,6.950374192899261,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12094109628568014,0.0002667627311138873,0.7071686849408862,0.07975236141243186,3.2262577149075646e-05,0.0001886462497530469,0.12094109628568014,0.0002667627311138873
ortho_1.20_1.50,10.0,8,6.950374192899261,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12094109621522793,0.0002667627316017255,0.7071686849408862,0.07975236141243186,3.226257718928131e-05,0.00018864625009803082,0.12094109621522793,0.0002667627316017255
ortho_1.20_1.50,10.0,8,6.950374192899261,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1209410971711146,0.0017819519915344996,0.7071686849408862,0.07975236141243186,0.0002155112289624351,0.0012601406464812454,0.1209410971711146,0.0017819519915344996
ortho_1.20_1.50,10.0,8,6.950374192899261,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12094109712677387,0.0010243573617697763,0.7071686849408862,0.07975236141243186,0.00012388690318232434,0.0007243934484322484,0.12094109712677387,0.0010243573617697763
ortho_1.20_1.50,10.0,9,7.381632441901523,base_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11146776288604987,9.854282509411228e-05,0.2986811793144098,0.07859263934575456,1.0984348261711992e-05,2.943288721208307e-05,0.11146776288604987,9.854282509411228e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1114679373595475,9.85429406559443e-05,0.2986811793144098,0.07859263934575456,1.0984378336262406e-05,2.9432921728227342e-05,0.1114679373595475,9.85429406559443e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11146748788825069,9.854294838194747e-05,0.2986811793144098,0.07859263934575456,1.0984334905237242e-05,2.9432924035839082e-05,0.11146748788825069,9.854294838194747e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11146762758510939,9.854289851545811e-05,0.2986811793144098,0.07859263934575456,1.0984343112878314e-05,2.9432909141657233e-05,0.11146762758510939,9.854289851545811e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,xy+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11146752966659225,9.854291347428358e-05,0.2986811793144098,0.07859263934575456,1.0984335131127138e-05,2.9432913609576862e-05,0.11146752966659225,9.854291347428358e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11146748186395952,9.854299634997956e-05,0.2986811793144098,0.07859263934575456,1.0984339658461576e-05,2.9432938362987477e-05,0.11146748186395952,9.854299634997956e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11146765904335215,9.854288288882209e-05,0.2986811793144098,0.07859263934575456,1.0984344471000202e-05,2.9432904474275155e-05,0.11146765904335215,9.854288288882209e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11146756345659331,9.854289171004343e-05,0.2986811793144098,0.07859263934575456,1.098433603488547e-05,2.943290710900795e-05,0.11146756345659331,9.854289171004343e-05
ortho_1.20_1.50,10.0,9,7.381632441901523,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11146747726053292,0.0006273028399213963,0.2986811793144098,0.07859263934575456,6.992386504440597e-05,0.00018736355201500105,0.11146747726053292,0.0006273028399213963
ortho_1.20_1.50,10.0,9,7.381632441901523,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11146747977566043,0.00036292283250775425,0.2986811793144098,0.07859263934575456,4.0454093492683494e-05,0.00010839821961354206,0.11146747977566043,0.00036292283250775425
ortho_1.20_1.50,10.0,10,7.5654919857711445,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11070666419279229,0.0001948415994853526,0.19563314233297627,0.07334738535717418,2.1570263525011463e-05,3.811747436450274e-05,0.11070666419279229,0.0001948415994853526
ortho_1.20_1.50,10.0,10,7.5654919857711445,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11070662087886896,0.00019484155783405755,0.19563314233297627,0.07334738535717418,2.157025047458323e-05,3.811746621612901e-05,0.11070662087886896,0.00019484155783405755
ortho_1.20_1.50,10.0,10,7.5654919857711445,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11070639680386712,0.00019484164681277919,0.19563314233297627,0.07334738535717418,2.1570216665974464e-05,3.811748362331592e-05,0.11070639680386712,0.00019484164681277919
ortho_1.20_1.50,10.0,10,7.5654919857711445,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11070652011568081,0.00019484155417456115,0.19563314233297627,0.07334738535717418,2.1570230436596567e-05,3.811746550021023e-05,0.11070652011568081,0.00019484155417456115
ortho_1.20_1.50,10.0,10,7.5654919857711445,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11070646951594074,0.00019484155068477736,0.19563314233297627,0.07334738535717418,2.1570220191322927e-05,3.811746481749286e-05,0.11070646951594074,0.00019484155068477736
ortho_1.20_1.50,10.0,10,7.5654919857711445,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.11070639753901726,0.0001948415669072351,0.19563314233297627,0.07334738535717418,2.1570207963157398e-05,3.811746799114324e-05,0.11070639753901726,0.0001948415669072351
ortho_1.20_1.50,10.0,10,7.5654919857711445,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11070637094515735,0.00019484152157650208,0.19563314233297627,0.07334738535717418,2.1570197763167118e-05,3.81174591229495e-05,0.11070637094515735,0.00019484152157650208
ortho_1.20_1.50,10.0,10,7.5654919857711445,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11070642674955115,0.00019484159820456164,0.19563314233297627,0.07334738535717418,2.157021711939878e-05,3.811747411393758e-05,0.11070642674955115,0.00019484159820456164
ortho_1.20_1.50,10.0,10,7.5654919857711445,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11070652149728379,0.0011621370359917393,0.19563314233297627,0.07334738535717418,0.00012865614875780915,0.00022735252017259508,0.11070652149728379,0.0011621370359917393
ortho_1.20_1.50,10.0,10,7.5654919857711445,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11070654216152487,0.0006784893177385457,0.19563314233297627,0.07334738535717418,7.511320626036654e-05,0.00013273499726854885,0.11070654216152487,0.0006784893177385457
tet_1.50,0.0,1,-1.554312234475219e-14,base_r1,X1+Z2,"2-axis:(1, 2)",1.0943852406155493e-21,3.2606376446601095e-18,0.44444444444444514,1.6666666665277765,3.568393713311472e-39,1.4491722865156065e-18,1.0943852406155493e-21,3.2606376446601095e-18
tet_1.50,0.0,1,-1.554312234475219e-14,x+_r1,Y1+Z1,"2-axis:(1, 1)",1.442613687103144e-21,3.5497582239895775e-18,0.44444444444444514,1.6666666665277765,5.120929799834312e-39,1.577670321773148e-18,1.442613687103144e-21,3.5497582239895775e-18
tet_1.50,0.0,1,-1.554312234475219e-14,y+_r1,X1+Y2,"2-axis:(1, 2)",3.856138688211463e-21,4.0396569834089536e-18,0.44444444444444514,1.6666666665277765,1.557747758082688e-38,1.7954031037373154e-18,3.856138688211463e-21,4.0396569834089536e-18
tet_1.50,0.0,1,-1.554312234475219e-14,z+_r1,Y1,"1-axis:(1,)",3.291901399816766e-21,4.633960396475082e-18,0.44444444444444514,1.6666666665277765,1.525454071585178e-38,2.0595379539889285e-18,3.291901399816766e-21,4.633960396475082e-18
tet_1.50,0.0,1,-1.554312234475219e-14,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",2.632919266745792e-21,4.11193712824132e-18,0.44444444444444514,1.6666666665277765,1.0826398488593935e-38,1.827527612551701e-18,2.632919266745792e-21,4.11193712824132e-18
tet_1.50,0.0,1,-1.554312234475219e-14,xz+_r1,X1+Z2,"2-axis:(1, 2)",1.3966283480989759e-21,3.622038368821944e-18,0.44444444444444514,1.6666666665277765,5.0586414637989007e-39,1.6097948305875333e-18,1.3966283480989759e-21,3.622038368821944e-18
tet_1.50,0.0,1,-1.554312234475219e-14,yz+_r1,Y1+Z1,"2-axis:(1, 1)",1.800810325685712e-21,4.7062405413074486e-18,0.44444444444444514,1.6666666665277765,8.475046561947167e-39,2.0916624628033136e-18,1.800810325685712e-21,4.7062405413074486e-18
tet_1.50,0.0,1,-1.554312234475219e-14,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",1.36888668141957e-21,3.0437972101630086e-18,0.44444444444444514,1.6666666665277765,4.1666134619341867e-39,1.3527987600724504e-18,1.36888668141957e-21,3.0437972101630086e-18
tet_1.50,0.0,1,-1.554312234475219e-14,base_r2,Y1+Z2,"2-axis:(1, 2)",3.9457583775181575e-21,5.661944678535412e-18,0.44444444444444514,1.6666666665277765,2.2340665648375453e-38,2.5164198571268537e-18,3.9457583775181575e-21,5.661944678535412e-18
tet_1.50,0.0,1,-1.554312234475219e-14,base_avg12,X1+Y2,"2-axis:(1, 2)",1.3274152407225598e-21,3.417244625130238e-18,0.44444444444444514,1.6666666665277765,4.5361025966751285e-39,1.5187753889467748e-18,1.3274152407225598e-21,3.417244625130238e-18
tet_1.50,0.0,2,0.42699376881709356,base_r1,Y1+Z1,"2-axis:(1, 1)",2.291414647944902e-21,4.031625856205357e-18,0.2766820675943193,2.075327199995061,9.238126541942362e-39,1.1154785776616159e-18,2.291414647944902e-21,4.031625856205357e-18
tet_1.50,0.0,2,0.42699376881709356,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",1.1900234609984502e-21,3.750536404079486e-18,0.2766820675943193,2.075327199995061,4.4632263121833516e-39,1.0377061668684755e-18,1.1900234609984502e-21,3.750536404079486e-18
tet_1.50,0.0,2,0.42699376881709356,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",2.020392670419315e-21,3.814785421708256e-18,0.2766820675943193,2.075327199995061,7.707364505241816e-39,1.0554827179069076e-18,2.020392670419315e-21,3.814785421708256e-18
tet_1.50,0.0,2,0.42699376881709356,z+_r1,X1+Z2,"2-axis:(1, 2)",1.367758206842781e-21,3.573851605600366e-18,0.2766820675943193,2.075327199995061,4.888164863598151e-39,9.888206515127871e-19,1.367758206842781e-21,3.573851605600366e-18
tet_1.50,0.0,2,0.42699376881709356,xy+_r1,Z1,"1-axis:(1,)",1.2922914695199902e-21,3.9352523297622014e-18,0.2766820675943193,2.075327199995061,5.0854930161603604e-39,1.0888137511039679e-18,1.2922914695199902e-21,3.9352523297622014e-18
tet_1.50,0.0,2,0.42699376881709356,xz+_r1,X1+Z2,"2-axis:(1, 2)",1.4629262294853532e-21,3.581882732803963e-18,0.2766820675943193,2.075327199995061,5.2400302007595945e-39,9.910427203925912e-19,1.4629262294853532e-21,3.581882732803963e-18
tet_1.50,0.0,2,0.42699376881709356,yz+_r1,X1+Z1,"2-axis:(1, 1)",1.310770240714916e-21,3.2606376446601095e-18,0.2766820675943193,2.075327199995061,4.2739467903752484e-39,9.021599652004304e-19,1.310770240714916e-21,3.2606376446601095e-18
tet_1.50,0.0,2,0.42699376881709356,xyz+_r1,X1+Z1,"2-axis:(1, 1)",1.3521006220898274e-21,3.991470220187376e-18,0.2766820675943193,2.075327199995061,5.3968693677683714e-39,1.104368233262596e-18,1.3521006220898274e-21,3.991470220187376e-18
tet_1.50,0.0,2,0.42699376881709356,base_r2,Z1,"1-axis:(1,)",6.243896853149761e-21,8.15962523885387e-18,0.2766820675943193,2.075327199995061,5.094785835176105e-38,2.2576219818808802e-18,6.243896853149761e-21,8.15962523885387e-18
tet_1.50,0.0,2,0.42699376881709356,base_avg12,Z1,"1-axis:(1,)",3.104327766256055e-21,5.3085750815771734e-18,0.2766820675943193,2.075327199995061,1.6479557024995022e-38,1.4687875295504545e-18,3.104327766256055e-21,5.3085750815771734e-18
tet_1.50,0.0,3,0.9607359798384664,base_r1,Y1+Z1,"2-axis:(1, 1)",1.2992480894630679e-17,3.218915938837427e-16,0.18985267981604192,2.2796574667270617,4.182170383676744e-33,6.11119817090856e-17,1.2992480894630679e-17,3.218915938837427e-16
tet_1.50,0.0,3,0.9607359798384664,x+_r1,X1,"1-axis:(1,)",1.7882901541079113e-17,3.045077171061082e-16,0.18985267981604192,2.2796574667270617,5.445481523507305e-33,5.781160611725983e-17,1.7882901541079113e-17,3.045077171061082e-16
tet_1.50,0.0,3,0.9607359798384664,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",1.5249453053368602e-17,4.013400216907696e-16,0.18985267981604192,2.2796574667270617,6.120215819211327e-33,7.6195478635421e-17,1.5249453053368602e-17,4.013400216907696e-16
tet_1.50,0.0,3,0.9607359798384664,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",1.635717730870028e-17,3.482306794388373e-16,0.18985267981604192,2.2796574667270617,5.6960709679102306e-33,6.611252768562431e-17,1.635717730870028e-17,3.482306794388373e-16
tet_1.50,0.0,3,0.9607359798384664,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",2.673875833570303e-17,3.8351744458963863e-16,0.18985267981604192,2.2796574667270617,1.0254780268408725e-32,7.281181461154326e-17,2.673875833570303e-17,3.8351744458963863e-16
tet_1.50,0.0,3,0.9607359798384664,xz+_r1,Y1+Z1,"2-axis:(1, 1)",9.28537000654111e-18,3.2866584967997617e-16,0.18985267981604192,2.2796574667270617,3.0517840227927998e-33,6.239809232575988e-17,9.28537000654111e-18,3.2866584967997617e-16
tet_1.50,0.0,3,0.9607359798384664,yz+_r1,X1,"1-axis:(1,)",2.342517071833619e-17,3.323375806483704e-16,0.18985267981604192,2.2796574667270617,7.785064562806897e-33,6.309518028967307e-17,2.342517071833619e-17,3.323375806483704e-16
tet_1.50,0.0,3,0.9607359798384664,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",2.0012370251856767e-17,4.084269895024931e-16,0.18985267981604192,2.2796574667270617,8.173592134775109e-33,7.754095846624674e-17,2.0012370251856767e-17,4.084269895024931e-16
tet_1.50,0.0,3,0.9607359798384664,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",6.09458618413702e-17,5.642091481115397e-16,0.18985267981604192,2.2796574667270617,3.438621279044307e-32,1.0711661874570191e-16,6.09458618413702e-17,5.642091481115397e-16
tet_1.50,0.0,3,0.9607359798384664,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",2.6846088845363564e-17,3.4692179393419493e-16,0.18985267981604192,2.2796574667270617,9.313493302350307e-33,6.586403226499559e-17,2.6846088845363564e-17,3.4692179393419493e-16
tet_1.50,0.0,4,0.9607359798384789,base_r1,X1+Y1,"2-axis:(1, 1)",6.04856881396446e-21,7.09901450252893e-18,0.1898526798159712,2.2796574667287146,4.293887772987791e-38,1.347766927357561e-18,6.04856881396446e-21,7.09901450252893e-18
tet_1.50,0.0,4,0.9607359798384789,x+_r1,X1,"1-axis:(1,)",1.0089048342600884e-20,7.050325793857127e-18,0.1898526798159712,2.2796574667287146,7.11310777653105e-38,1.33852324553944e-18,1.0089048342600884e-20,7.050325793857127e-18
tet_1.50,0.0,4,0.9607359798384789,y+_r1,Y1+Z1,"2-axis:(1, 1)",1.2186839969182155e-20,9.43055111882299e-18,0.1898526798159712,2.2796574667287146,1.149286173062875e-37,1.7904154020500502e-18,1.2186839969182155e-20,9.43055111882299e-18
tet_1.50,0.0,4,0.9607359798384789,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",7.416075024205784e-21,6.812905595900811e-18,0.1898526798159712,2.2796574667287146,5.052501903203183e-38,1.293448384714995e-18,7.416075024205784e-21,6.812905595900811e-18
tet_1.50,0.0,4,0.9607359798384789,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",1.1662127025294922e-20,8.452259436334911e-18,0.1898526798159712,2.2796574667287146,9.857132319728539e-38,1.6046841044880132e-18,1.1662127025294922e-20,8.452259436334911e-18
tet_1.50,0.0,4,0.9607359798384789,xz+_r1,Y1,"1-axis:(1,)",6.932014348389835e-21,7.420761536123008e-18,0.1898526798159712,2.2796574667287146,5.144082544438409e-38,1.408851463908236e-18,6.932014348389835e-21,7.420761536123008e-18
tet_1.50,0.0,4,0.9607359798384789,yz+_r1,X1,"1-axis:(1,)",6.537835827728597e-21,6.841516486563623e-18,0.1898526798159712,2.2796574667287146,4.472871160185153e-38,1.2988802389792517e-18,6.537835827728597e-21,6.841516486563623e-18
tet_1.50,0.0,4,0.9607359798384789,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",5.807236701333774e-21,6.612127415810903e-18,0.1898526798159712,2.2796574667287146,3.839818900299232e-38,1.2553301091763524e-18,5.807236701333774e-21,6.612127415810903e-18
tet_1.50,0.0,4,0.9607359798384789,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",4.1275985591936625e-20,1.6212963528622647e-17,0.1898526798159712,2.2796574667287146,6.692060490100223e-37,3.078074573667614e-18,4.1275985591936625e-20,1.6212963528622647e-17
tet_1.50,0.0,4,0.9607359798384789,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",1.8909742433350862e-20,1.0551207079631067e-17,0.1898526798159712,2.2796574667287146,1.9952060823677163e-37,2.0031749393612057e-18,1.8909742433350862e-20,1.0551207079631067e-17
tet_1.50,0.0,5,1.3877297486555662,base_r1,Y1+Z1,"2-axis:(1, 1)",1.7592529141184986e-08,1.1828183167115599e-11,0.14066208133186914,2.688318004501326,2.080876570547549e-19,1.66377686266106e-12,1.7592529141184986e-08,1.1828183167115599e-11
tet_1.50,0.0,5,1.3877297486555662,x+_r1,X1,"1-axis:(1,)",2.4254420679371092e-08,1.1172266112664705e-11,0.14066208133186914,2.688318004501326,2.7097684223845173e-19,1.5715142046009282e-12,2.4254420679371092e-08,1.1172266112664705e-11
tet_1.50,0.0,5,1.3877297486555662,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",2.1044554852508043e-08,1.483980804109394e-11,0.14066208133186914,2.688318004501326,3.122971543214914e-19,2.0873982856256814e-12,2.1044554852508043e-08,1.483980804109394e-11
tet_1.50,0.0,5,1.3877297486555662,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",2.2477766375931588e-08,1.285466080569697e-11,0.14066208133186914,2.688318004501326,2.8894406243230103e-19,1.8081633437445379e-12,2.2477766375931588e-08,1.285466080569697e-11
tet_1.50,0.0,5,1.3877297486555662,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",3.646634012165896e-08,1.4155478651545875e-11,0.14066208133186914,2.688318004501326,5.161984990921541e-19,1.9911390893752833e-12,3.646634012165896e-08,1.4155478651545875e-11
tet_1.50,0.0,5,1.3877297486555662,xz+_r1,Y1+Z1,"2-axis:(1, 1)",1.2610225266787781e-08,1.2099711546243334e-11,0.14066208133186914,2.688318004501326,1.5258008826128154e-19,1.701970609609836e-12,1.2610225266787781e-08,1.2099711546243334e-11
tet_1.50,0.0,5,1.3877297486555662,yz+_r1,X1,"1-axis:(1,)",3.1575526877762216e-08,1.2228123166572165e-11,0.14066208133186914,2.688318004501326,3.861094317106862e-19,1.7200332553924869e-12,3.1575526877762216e-08,1.2228123166572165e-11
tet_1.50,0.0,5,1.3877297486555662,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",2.733906986029511e-08,1.505740359027967e-11,0.14066208133186914,2.688318004501326,4.116554086693143e-19,2.1180057284626973e-12,2.733906986029511e-08,1.505740359027967e-11
tet_1.50,0.0,5,1.3877297486555662,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",8.420234156217935e-08,2.1027686205161603e-11,0.14066208133186914,2.688318004501326,1.7705804161093442e-18,2.9577981072114643e-12,8.420234156217935e-08,2.1027686205161603e-11
tet_1.50,0.0,5,1.3877297486555662,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",3.6949335534893696e-08,1.2915881208961556e-11,0.14066208133186914,2.688318004501326,4.77233228518749e-19,1.8167747330877108e-12,3.6949335534893696e-08,1.2915881208961556e-11
tet_1.50,0.0,6,1.387729748655578,base_r1,Y1+Z1,"2-axis:(1, 1)",7.381845889941804e-17,7.689452935628328e-16,0.14066208161775326,2.688318000196093,5.676235654876891e-32,1.0816144564272242e-16,7.381845889941804e-17,7.689452935628328e-16
tet_1.50,0.0,6,1.387729748655578,x+_r1,X1,"1-axis:(1,)",1.0240938456589678e-16,7.259155178968641e-16,0.14066208161775326,2.688318000196093,7.434056143465208e-32,1.0210878782600232e-16,1.0240938456589678e-16,7.259155178968641e-16
tet_1.50,0.0,6,1.387729748655578,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",8.89355097439749e-17,9.650543770747501e-16,0.14066208161775326,2.688318000196093,8.582760295579706e-32,1.3574655755365853e-16,8.89355097439749e-17,9.650543770747501e-16
tet_1.50,0.0,6,1.387729748655578,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",9.553447868429538e-17,8.330487470110382e-16,0.14066208161775326,2.688318000196093,7.958487776430501e-32,1.1717837084363375e-16,9.553447868429538e-17,8.330487470110382e-16
tet_1.50,0.0,6,1.387729748655578,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",1.5431159674668817e-16,9.190997652703219e-16,0.14066208161775326,2.688318000196093,1.4182775234836966e-31,1.2928248619731188e-16,1.5431159674668817e-16,9.190997652703219e-16
tet_1.50,0.0,6,1.387729748655578,xz+_r1,Y1+Z1,"2-axis:(1, 1)",5.3277008279493505e-17,7.860862287425585e-16,0.14066208161775326,2.688318000196093,4.1880322517113113e-32,1.1057252526597762e-16,5.3277008279493505e-17,7.860862287425585e-16
tet_1.50,0.0,6,1.387729748655578,yz+_r1,X1,"1-axis:(1,)",1.3385941443031956e-16,7.951398188282627e-16,0.14066208161775326,2.688318000196093,1.0643695053858163e-31,1.1184602209354663e-16,1.3385941443031956e-16,7.951398188282627e-16
tet_1.50,0.0,6,1.387729748655578,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",1.1556380594891095e-16,9.785250871224323e-16,0.14066208161775326,2.688318000196093,1.1308208328435794e-31,1.376413756698347e-16,1.1556380594891095e-16,9.785250871224323e-16
tet_1.50,0.0,6,1.387729748655578,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",3.548426252338079e-16,1.3638881851325475e-15,0.14066208161775326,2.688318000196093,4.83965664137807e-31,1.9184735121460375e-16,3.548426252338079e-16,1.3638881851325475e-15
tet_1.50,0.0,6,1.387729748655578,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",1.5622067471038976e-16,8.381379719308671e-16,0.14066208161775326,2.688318000196093,1.3093447947543778e-31,1.1789423181467783e-16,1.5622067471038976e-16,8.381379719308671e-16
tet_1.50,0.0,7,1.6915659441936186,base_r1,Z1,"1-axis:(1,)",2.622010679170162e-21,4.304684181127632e-18,0.38699884524034517,2.051616471708735,1.1286927893371515e-38,1.6659078072207746e-18,2.622010679170162e-21,4.304684181127632e-18
tet_1.50,0.0,7,1.6915659441936186,x+_r1,Z1,"1-axis:(1,)",9.887318083636427e-22,2.907268047701871e-18,0.38699884524034517,2.051616471708735,2.874508394202108e-39,1.1251093772647768e-18,9.887318083636427e-22,2.907268047701871e-18
tet_1.50,0.0,7,1.6915659441936186,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",2.5563240548462122e-21,3.758567531283082e-18,0.38699884524034517,2.051616471708735,9.608116591982885e-39,1.4545612943644076e-18,2.5563240548462122e-21,3.758567531283082e-18
tet_1.50,0.0,7,1.6915659441936186,z+_r1,Y1+Z1,"2-axis:(1, 1)",1.0602018648936374e-21,2.610116341168807e-18,0.38699884524034517,2.051616471708735,2.7672502124965263e-39,1.0101120099752831e-18,1.0602018648936374e-21,2.610116341168807e-18
tet_1.50,0.0,7,1.6915659441936186,xy+_r1,X1+Z2,"2-axis:(1, 2)",1.4969215261111336e-21,3.573851605600366e-18,0.38699884524034517,2.051616471708735,5.3497753995500255e-39,1.3830764444276952e-18,1.4969215261111336e-21,3.573851605600366e-18
tet_1.50,0.0,7,1.6915659441936186,xz+_r1,X1+Y1,"2-axis:(1, 1)",1.0013801275784903e-21,3.1562329910133573e-18,0.38699884524034517,2.051616471708735,3.160588995208396e-39,1.22145852283165e-18,1.0013801275784903e-21,3.1562329910133573e-18
tet_1.50,0.0,7,1.6915659441936186,yz+_r1,Z1,"1-axis:(1,)",1.762865368041168e-21,4.401057707570789e-18,0.38699884524034517,2.051616471708735,7.758472215427197e-39,1.703204250666016e-18,1.762865368041168e-21,4.401057707570789e-18
tet_1.50,0.0,7,1.6915659441936186,xyz+_r1,Z1,"1-axis:(1,)",1.5113565967392317e-21,3.686287386450715e-18,0.38699884524034517,2.051616471708735,5.5712947589889096e-39,1.4265889617804768e-18,1.5113565967392317e-21,3.686287386450715e-18
