geometry,beta,local_mode_index,eigenvalue,variant,dominant_q,q_family,q_contrast,mean_abs_xyz,field_anisotropy,boundary_ratio,score_q,score_iso,score_q_only,score_xyz_only
tet_1.10,2.0,4,3.712389013777058,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.16988738816991236,3.1125297627685604e-05,0.2175858750436712,0.7369183780280145,5.287795519978676e-06,6.772425120314675e-06,0.16988738816991236,3.1125297627685604e-05
tet_1.10,2.0,4,3.712389013777058,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17277262705982946,4.0350574210773193e-05,0.2175858750436712,0.7369183780280145,6.971474709767889e-06,8.779714998165677e-06,0.17277262705982946,4.0350574210773193e-05
tet_1.10,2.0,4,3.712389013777058,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17277262705984445,4.0350574210772414e-05,0.2175858750436712,0.7369183780280145,6.971474709768359e-06,8.779714998165507e-06,0.17277262705984445,4.0350574210772414e-05
tet_1.10,2.0,4,3.712389013777058,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.16988738816991866,3.112529762768599e-05,0.2175858750436712,0.7369183780280145,5.287795519978938e-06,6.772425120314759e-06,0.16988738816991866,3.112529762768599e-05
tet_1.10,2.0,4,3.712389013777058,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.16988746935532506,0.00023031448046277882,0.2175858750436712,0.7369183780280145,3.912754424170795e-05,5.011317776672224e-05,0.16988746935532506,0.00023031448046277882
tet_1.10,2.0,4,3.712389013777058,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.16988746617721617,0.0001307198890452324,0.2175858750436712,0.7369183780280145,2.220767072886137e-05,2.84428014435185e-05,0.16988746617721617,0.0001307198890452324
tet_1.10,2.0,5,5.359577745588589,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07635245079725,5.2716447514736106e-05,0.40175927192202787,1.015540865957391,4.0250299650747004e-06,2.1179321571836174e-05,0.07635245079725,5.2716447514736106e-05
tet_1.10,2.0,5,5.359577745588589,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07699516106489349,5.3185020243061574e-05,0.40175927192202787,1.015540865957391,4.094989199854146e-06,2.136757501001073e-05,0.07699516106489349,5.3185020243061574e-05
tet_1.10,2.0,5,5.359577745588589,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07699516193980252,5.3185020483539107e-05,0.40175927192202787,1.015540865957391,4.094989264901808e-06,2.136757510662481e-05,0.07699516193980252,5.3185020483539107e-05
tet_1.10,2.0,5,5.359577745588589,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.0763524509618031,5.2716447923788936e-05,0.40175927192202787,1.015540865957391,4.025030004981541e-06,2.117932173617694e-05,0.0763524509618031,5.2716447923788936e-05
tet_1.10,2.0,5,5.359577745588589,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07635245055647358,5.271644779077049e-05,0.40175927192202787,1.015540865957391,4.0250299734577245e-06,2.1179321682735545e-05,0.07635245055647358,5.271644779077049e-05
tet_1.10,2.0,5,5.359577745588589,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07699516098384056,5.3185020520660996e-05,0.40175927192202787,1.015540865957391,4.094989216917157e-06,2.1367575121538874e-05,0.07699516098384056,5.3185020520660996e-05
tet_1.10,2.0,5,5.359577745588589,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07699516212112638,5.3185020354252903e-05,0.40175927192202787,1.015540865957391,4.0949892645911085e-06,2.136757505468288e-05,0.07699516212112638,5.3185020354252903e-05
tet_1.10,2.0,5,5.359577745588589,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.0763524504475021,5.2716447665962996e-05,0.40175927192202787,1.015540865957391,4.025029958183777e-06,2.117932163259298e-05,0.0763524504475021,5.2716447665962996e-05
tet_1.10,2.0,5,5.359577745588589,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07635245931085469,0.00037432595830614993,0.40175927192202787,1.015540865957391,2.8580707500567e-05,0.00015038892447059415,0.07635245931085469,0.00037432595830614993
tet_1.10,2.0,5,5.359577745588589,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.07635245897999468,0.000213521202910443,0.40175927192202787,1.015540865957391,1.630286888657872e-05,8.578412302121515e-05,0.07635245897999468,0.000213521202910443
tet_1.10,2.0,6,5.359577745589026,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07699520531402093,5.318497623464534e-05,0.40175922053512775,1.0155408256933378,4.094988164807842e-06,2.1367554596210404e-05,0.07699520531402093,5.318497623464534e-05
tet_1.10,2.0,6,5.359577745589026,x+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07635249816531313,5.271651110577793e-05,0.40175922053512775,1.0155408256933378,4.0250373174856186e-06,2.1179344411188745e-05,0.07635249816531313,5.271651110577793e-05
tet_1.10,2.0,6,5.359577745589026,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07635234273315099,5.27163750802789e-05,0.40175922053512775,1.0155408256933378,4.025018737778794e-06,2.117928976169028e-05,0.07635234273315099,5.27163750802789e-05
tet_1.10,2.0,6,5.359577745589026,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07699526418307061,5.318503339168114e-05,0.40175922053512775,1.0155408256933378,4.094995696577921e-06,2.1367577559576554e-05,0.07699526418307061,5.318503339168114e-05
tet_1.10,2.0,6,5.359577745589026,xy+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07699528261829332,5.318508617890344e-05,0.40175922053512775,1.0155408256933378,4.095000741422956e-06,2.1367598767329844e-05,0.07699528261829332,5.318508617890344e-05
tet_1.10,2.0,6,5.359577745589026,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07635259035515037,5.271645587779566e-05,0.40175922053512775,1.0155408256933378,4.02503796061269e-06,2.1179322222837637e-05,0.07635259035515037,5.271645587779566e-05
tet_1.10,2.0,6,5.359577745589026,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07635248775722737,5.271650555231396e-05,0.40175922053512775,1.0155408256933378,4.025036344786861e-06,2.117934218003339e-05,0.07635248775722737,5.271650555231396e-05
tet_1.10,2.0,6,5.359577745589026,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07699530295632369,5.3185040474711636e-05,0.40175922053512775,1.0155408256933378,4.09499830409476e-06,2.136758040524937e-05,0.07699530295632369,5.3185040474711636e-05
tet_1.10,2.0,6,5.359577745589026,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07699520446529162,0.0003776530310573157,0.40175922053512775,1.0155408256933378,2.9077472343195152e-05,0.00015172558739031555,0.07699520446529162,0.0003776530310573157
tet_1.10,2.0,6,5.359577745589026,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.07699520529207447,0.00021541900364598052,0.40175922053512775,1.0155408256933378,1.658623040953641e-05,8.654657099326297e-05,0.07699520529207447,0.00021541900364598052
tet_1.10,2.0,7,5.641675002326866,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.06499174469687412,5.2387096376733856e-05,0.5647885045502185,1.068912001950358,3.404728793127226e-06,2.958762982034368e-05,0.06499174469687412,5.2387096376733856e-05
tet_1.10,2.0,7,5.641675002326866,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.06499174469687347,5.2387096376730766e-05,0.5647885045502185,1.068912001950358,3.404728793126991e-06,2.9587629820341937e-05,0.06499174469687347,5.2387096376730766e-05
tet_1.10,2.0,7,5.641675002326866,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.06499174469687481,5.238709637673348e-05,0.5647885045502185,1.068912001950358,3.404728793127238e-06,2.958762982034347e-05,0.06499174469687481,5.238709637673348e-05
tet_1.10,2.0,7,5.641675002326866,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.06499174469687179,5.2387096376730285e-05,0.5647885045502185,1.068912001950358,3.4047287931268715e-06,2.9587629820341666e-05,0.06499174469687179,5.2387096376730285e-05
tet_1.10,2.0,7,5.641675002326866,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.06499174469687062,5.2387096376729905e-05,0.5647885045502185,1.068912001950358,3.404728793126786e-06,2.9587629820341452e-05,0.06499174469687062,5.2387096376729905e-05
tet_1.10,2.0,7,5.641675002326866,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.06499174469687068,5.238709637673346e-05,0.5647885045502185,1.068912001950358,3.40472879312702e-06,2.958762982034346e-05,0.06499174469687068,5.238709637673346e-05
tet_1.10,2.0,7,5.641675002326866,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.06499174469686864,5.2387096376729526e-05,0.5647885045502185,1.068912001950358,3.404728793126657e-06,2.9587629820341235e-05,0.06499174469686864,5.2387096376729526e-05
tet_1.10,2.0,7,5.641675002326866,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.06499174469687519,5.238709637673339e-05,0.5647885045502185,1.068912001950358,3.4047287931272514e-06,2.9587629820343417e-05,0.06499174469687519,5.238709637673339e-05
tet_1.10,2.0,7,5.641675002326866,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.06499175187150809,0.0003724969202817712,0.5647885045502185,1.068912001950358,2.4209227415853803e-05,0.0002103819785555035,0.06499175187150809,0.0003724969202817712
tet_1.10,2.0,7,5.641675002326866,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.06499175157119275,0.0002124420083292525,0.5647885045502185,1.068912001950358,1.380697822862004e-05,0.00011998480418792358,0.06499175157119275,0.0002124420083292525
tet_1.10,2.0,8,6.253333884128101,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103607007793785,4.721233085449942e-05,0.3919052961701369,0.9830678719183245,5.714394985847979e-06,1.8502762506415088e-05,0.12103607007793785,4.721233085449942e-05
tet_1.10,2.0,8,6.253333884128101,x+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12103607007793446,4.721233085450101e-05,0.3919052961701369,0.9830678719183245,5.714394985848012e-06,1.850276250641571e-05,0.12103607007793446,4.721233085450101e-05
tet_1.10,2.0,8,6.253333884128101,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103607007793911,4.721233085449832e-05,0.3919052961701369,0.9830678719183245,5.714394985847905e-06,1.8502762506414658e-05,0.12103607007793911,4.721233085449832e-05
tet_1.10,2.0,8,6.253333884128101,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103607007793843,4.721233085449891e-05,0.3919052961701369,0.9830678719183245,5.714394985847945e-06,1.8502762506414888e-05,0.12103607007793843,4.721233085449891e-05
tet_1.10,2.0,8,6.253333884128101,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103607007794329,4.7212330854499994e-05,0.3919052961701369,0.9830678719183245,5.714394985848305e-06,1.8502762506415315e-05,0.12103607007794329,4.7212330854499994e-05
tet_1.10,2.0,8,6.253333884128101,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103607007794372,4.721233085449918e-05,0.3919052961701369,0.9830678719183245,5.714394985848227e-06,1.8502762506414996e-05,0.12103607007794372,4.721233085449918e-05
tet_1.10,2.0,8,6.253333884128101,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12103607007794566,4.7212330854498706e-05,0.3919052961701369,0.9830678719183245,5.714394985848262e-06,1.850276250641481e-05,0.12103607007794566,4.7212330854498706e-05
tet_1.10,2.0,8,6.253333884128101,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103607007794263,4.721233085449923e-05,0.3919052961701369,0.9830678719183245,5.714394985848182e-06,1.8502762506415013e-05,0.12103607007794263,4.721233085449923e-05
tet_1.10,2.0,8,6.253333884128101,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103610203869264,0.0003237094607067169,0.3919052961701369,0.9830678719183245,3.918053131698835e-05,0.0001268634520713412,0.12103610203869264,0.0003237094607067169
tet_1.10,2.0,8,6.253333884128101,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12103610061710347,0.00018546089578060814,0.3919052961701369,0.9830678719183245,2.244746364223983e-05,7.268310728887813e-05,0.12103610061710347,0.00018546089578060814
tet_1.10,2.0,9,7.061604710039822,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13447027449440063,3.3697501204894664e-05,0.5469152311903932,1.0736649015523534,4.5313122367975815e-06,1.842967666201352e-05,0.13447027449440063,3.3697501204894664e-05
tet_1.10,2.0,9,7.061604710039822,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13447027449439344,3.369750120489478e-05,0.5469152311903932,1.0736649015523534,4.5313122367973545e-06,1.842967666201358e-05,0.13447027449439344,3.369750120489478e-05
tet_1.10,2.0,9,7.061604710039822,y+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.13447027449440593,3.3697501204893994e-05,0.5469152311903932,1.0736649015523534,4.53131223679767e-06,1.842967666201315e-05,0.13447027449440593,3.3697501204893994e-05
tet_1.10,2.0,9,7.061604710039822,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13447027449441876,3.369750120489327e-05,0.5469152311903932,1.0736649015523534,4.531312236798004e-06,1.8429676662012754e-05,0.13447027449441876,3.369750120489327e-05
tet_1.10,2.0,9,7.061604710039822,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13447027449440688,3.3697501204894495e-05,0.5469152311903932,1.0736649015523534,4.5313122367977696e-06,1.8429676662013425e-05,0.13447027449440688,3.3697501204894495e-05
tet_1.10,2.0,9,7.061604710039822,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.13447027449439486,3.369750120489496e-05,0.5469152311903932,1.0736649015523534,4.531312236797427e-06,1.8429676662013682e-05,0.13447027449439486,3.369750120489496e-05
tet_1.10,2.0,9,7.061604710039822,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1344702744944028,3.3697501204894746e-05,0.5469152311903932,1.0736649015523534,4.531312236797665e-06,1.8429676662013564e-05,0.1344702744944028,3.3697501204894746e-05
tet_1.10,2.0,9,7.061604710039822,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.13447027449440688,3.3697501204892327e-05,0.5469152311903932,1.0736649015523534,4.531312236797477e-06,1.842967666201224e-05,0.13447027449440688,3.3697501204892327e-05
tet_1.10,2.0,9,7.061604710039822,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.1344703357030047,0.00023174693681517097,0.5469152311903932,1.0736649015523534,3.116308839167906e-05,0.00012674592952593468,0.1344703357030047,0.00023174693681517097
tet_1.10,2.0,9,7.061604710039822,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.13447033299419844,0.00013272221901003284,0.5469152311903932,1.0736649015523534,1.7847200986008053e-05,7.258780309397411e-05,0.13447033299419844,0.00013272221901003284
tet_1.10,2.0,10,7.288863734138323,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.05081668655891104,9.156003529009043e-05,0.8450224219752972,1.3475344898703343,4.652777614659359e-06,7.73702827769759e-05,0.05081668655891104,9.156003529009043e-05
tet_1.10,2.0,10,7.288863734138323,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.05081668655891046,9.156003529009056e-05,0.8450224219752972,1.3475344898703343,4.652777614659313e-06,7.737028277697602e-05,0.05081668655891046,9.156003529009056e-05
tet_1.10,2.0,10,7.288863734138323,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.0508166865589112,9.156003529008827e-05,0.8450224219752972,1.3475344898703343,4.6527776146592644e-06,7.737028277697408e-05,0.0508166865589112,9.156003529008827e-05
tet_1.10,2.0,10,7.288863734138323,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.05081668655891044,9.156003529009012e-05,0.8450224219752972,1.3475344898703343,4.652777614659288e-06,7.737028277697564e-05,0.05081668655891044,9.156003529009012e-05
tet_1.10,2.0,10,7.288863734138323,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.05081668655890989,9.15600352900877e-05,0.8450224219752972,1.3475344898703343,4.652777614659115e-06,7.737028277697359e-05,0.05081668655890989,9.15600352900877e-05
tet_1.10,2.0,10,7.288863734138323,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.05081668655891076,9.15600352900884e-05,0.8450224219752972,1.3475344898703343,4.65277761465923e-06,7.737028277697417e-05,0.05081668655891076,9.15600352900884e-05
tet_1.10,2.0,10,7.288863734138323,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.050816686558913846,9.156003529008934e-05,0.8450224219752972,1.3475344898703343,4.652777614659561e-06,7.737028277697499e-05,0.050816686558913846,9.156003529008934e-05
tet_1.10,2.0,10,7.288863734138323,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.05081668655890837,9.156003529008819e-05,0.8450224219752972,1.3475344898703343,4.652777614659001e-06,7.737028277697401e-05,0.05081668655890837,9.156003529008819e-05
tet_1.10,2.0,10,7.288863734138323,base_r2,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.050816687967219124,0.0006247415444827571,0.8450224219752972,1.3475344898703343,3.1747296126138814e-05,0.0005279206130274072,0.050816687967219124,0.0006247415444827571
tet_1.10,2.0,10,7.288863734138323,base_avg12,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.05081668790407138,0.00035815078988642374,0.8450224219752972,1.3475344898703343,1.820003691225504e-05,0.00030264544790219156,0.05081668790407138,0.00035815078988642374
tet_1.10,5.0,1,2.4214644398194967,base_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12100287394557016,4.512744487144897e-05,0.8437931013410741,0.11034075439307504,5.460550523265606e-06,3.8078226663678275e-05,0.12100287394557016,4.512744487144897e-05
tet_1.10,5.0,1,2.4214644398194967,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12100287394557066,4.512744487144956e-05,0.8437931013410741,0.11034075439307504,5.4605505232657e-06,3.807822666367877e-05,0.12100287394557066,4.512744487144956e-05
tet_1.10,5.0,1,2.4214644398194967,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12100287394557327,4.5127444871448196e-05,0.8437931013410741,0.11034075439307504,5.460550523265653e-06,3.8078226663677624e-05,0.12100287394557327,4.5127444871448196e-05
tet_1.10,5.0,1,2.4214644398194967,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12100287394556938,4.512744487144901e-05,0.8437931013410741,0.11034075439307504,5.460550523265576e-06,3.807822666367831e-05,0.12100287394556938,4.512744487144901e-05
tet_1.10,5.0,1,2.4214644398194967,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.1210028739455727,4.512744487144681e-05,0.8437931013410741,0.11034075439307504,5.46055052326546e-06,3.807822666367646e-05,0.1210028739455727,4.512744487144681e-05
tet_1.10,5.0,1,2.4214644398194967,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12100287394557006,4.512744487145033e-05,0.8437931013410741,0.11034075439307504,5.460550523265767e-06,3.807822666367942e-05,0.12100287394557006,4.512744487145033e-05
tet_1.10,5.0,1,2.4214644398194967,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12100287394556843,4.51274448714493e-05,0.8437931013410741,0.11034075439307504,5.460550523265568e-06,3.807822666367855e-05,0.12100287394556843,4.51274448714493e-05
tet_1.10,5.0,1,2.4214644398194967,xyz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12100287394557552,4.5127444871451624e-05,0.8437931013410741,0.11034075439307504,5.460550523266169e-06,3.807822666368052e-05,0.12100287394557552,4.5127444871451624e-05
tet_1.10,5.0,1,2.4214644398194967,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1210029061179671,0.0003427624657677676,0.8437931013410741,0.11034075439307504,4.147525446606009e-05,0.00028922060401349837,0.1210029061179671,0.0003427624657677676
tet_1.10,5.0,1,2.4214644398194967,base_avg12,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12100290491291074,0.00019394495531960826,0.8437931013410741,0.11034075439307504,2.3467902986877282e-05,0.00016364941533858832,0.12100290491291074,0.00019394495531960826
tet_1.10,5.0,2,4.551992755835309,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11663463907045767,8.149712249615906e-05,0.3899188160364095,0.19971361171182878,9.505387467620388e-06,3.177726151407657e-05,0.11663463907045767,8.149712249615906e-05
tet_1.10,5.0,2,4.551992755835309,x+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11663463907046101,8.149712249615827e-05,0.3899188160364095,0.19971361171182878,9.50538746762057e-06,3.177726151407627e-05,0.11663463907046101,8.149712249615827e-05
tet_1.10,5.0,2,4.551992755835309,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11663463907046265,8.149712249615936e-05,0.3899188160364095,0.19971361171182878,9.505387467620829e-06,3.177726151407669e-05,0.11663463907046265,8.149712249615936e-05
tet_1.10,5.0,2,4.551992755835309,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11663463907045897,8.149712249615937e-05,0.3899188160364095,0.19971361171182878,9.50538746762053e-06,3.1777261514076694e-05,0.11663463907045897,8.149712249615937e-05
tet_1.10,5.0,2,4.551992755835309,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11663463907046098,8.149712249616338e-05,0.3899188160364095,0.19971361171182878,9.505387467621162e-06,3.177726151407826e-05,0.11663463907046098,8.149712249616338e-05
tet_1.10,5.0,2,4.551992755835309,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.11663463907046207,8.149712249615911e-05,0.3899188160364095,0.19971361171182878,9.505387467620752e-06,3.177726151407659e-05,0.11663463907046207,8.149712249615911e-05
tet_1.10,5.0,2,4.551992755835309,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1166346390704576,8.149712249616115e-05,0.3899188160364095,0.19971361171182878,9.505387467620625e-06,3.1777261514077386e-05,0.1166346390704576,8.149712249616115e-05
tet_1.10,5.0,2,4.551992755835309,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.11663463907045739,8.149712249616032e-05,0.3899188160364095,0.19971361171182878,9.505387467620512e-06,3.177726151407707e-05,0.11663463907045739,8.149712249616032e-05
tet_1.10,5.0,2,4.551992755835309,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11663464777851547,0.0005865257373898407,0.3899188160364095,0.19971361171182878,6.840922279349813e-05,0.0002286974210979287,0.11663464777851547,0.0005865257373898407
tet_1.10,5.0,2,4.551992755835309,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.11663464742132208,0.0003340114299429999,0.3899188160364095,0.19971361171182878,3.8957305366093414e-05,0.00013023734130600265,0.11663464742132208,0.0003340114299429999
tet_1.10,5.0,3,4.946507953796767,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1709054496904262,8.922883221542295e-05,0.3807538536554468,0.22414270272349354,1.5249693695128449e-05,3.3974221723197565e-05,0.1709054496904262,8.922883221542295e-05
tet_1.10,5.0,3,4.946507953796767,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.17126912001810884,8.89563467918681e-05,0.3807538536554468,0.22414270272349354,1.5235475235068968e-05,3.387047184811412e-05,0.17126912001810884,8.89563467918681e-05
tet_1.10,5.0,3,4.946507953796767,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.17126912001811417,8.895634679186861e-05,0.3807538536554468,0.22414270272349354,1.523547523506953e-05,3.387047184811431e-05,0.17126912001811417,8.895634679186861e-05
tet_1.10,5.0,3,4.946507953796767,z+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17090544969042706,8.922883221542294e-05,0.3807538536554468,0.22414270272349354,1.5249693695128523e-05,3.397422172319756e-05,0.17090544969042706,8.922883221542294e-05
tet_1.10,5.0,3,4.946507953796767,xy+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17090544969042207,8.922883221542234e-05,0.3807538536554468,0.22414270272349354,1.5249693695127974e-05,3.3974221723197335e-05,0.17090544969042207,8.922883221542234e-05
tet_1.10,5.0,3,4.946507953796767,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17126912001811115,8.895634679187032e-05,0.3807538536554468,0.22414270272349354,1.5235475235069554e-05,3.387047184811496e-05,0.17126912001811115,8.895634679187032e-05
tet_1.10,5.0,3,4.946507953796767,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.17126912001811412,8.89563467918708e-05,0.3807538536554468,0.22414270272349354,1.52354752350699e-05,3.3870471848115145e-05,0.17126912001811412,8.89563467918708e-05
tet_1.10,5.0,3,4.946507953796767,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1709054496904246,8.922883221542299e-05,0.3807538536554468,0.22414270272349354,1.5249693695128311e-05,3.397422172319758e-05,0.1709054496904246,8.922883221542299e-05
tet_1.10,5.0,3,4.946507953796767,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17090546226045575,0.0006429126882910667,0.3807538536554468,0.22414270272349354,0.00010987729018549704,0.0002447914836308067,0.17090546226045575,0.0006429126882910667
tet_1.10,5.0,3,4.946507953796767,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.17090546174584895,0.0003660707602532449,0.3807538536554468,0.22414270272349354,6.256349231273479e-05,0.00013938285267700215,0.17090546174584895,0.0003660707602532449
tet_1.10,5.0,4,4.946507953796821,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17126912001811645,8.895634679186929e-05,0.3807538536554469,0.22414270272349407,1.5235475235069849e-05,3.387047184811458e-05,0.17126912001811645,8.895634679186929e-05
tet_1.10,5.0,4,4.946507953796821,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17090544969042495,8.922883221542084e-05,0.3807538536554469,0.22414270272349407,1.5249693695127976e-05,3.397422172319677e-05,0.17090544969042495,8.922883221542084e-05
tet_1.10,5.0,4,4.946507953796821,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17090544969042742,8.922883221542199e-05,0.3807538536554469,0.22414270272349407,1.5249693695128393e-05,3.3974221723197206e-05,0.17090544969042742,8.922883221542199e-05
tet_1.10,5.0,4,4.946507953796821,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1712691200181122,8.895634679186926e-05,0.3807538536554469,0.22414270272349407,1.5235475235069468e-05,3.387047184811457e-05,0.1712691200181122,8.895634679186926e-05
tet_1.10,5.0,4,4.946507953796821,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1712691200181191,8.895634679186899e-05,0.3807538536554469,0.22414270272349407,1.5235475235070034e-05,3.387047184811447e-05,0.1712691200181191,8.895634679186899e-05
tet_1.10,5.0,4,4.946507953796821,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.17090544969042504,8.922883221542084e-05,0.3807538536554469,0.22414270272349407,1.5249693695127983e-05,3.397422172319677e-05,0.17090544969042504,8.922883221542084e-05
tet_1.10,5.0,4,4.946507953796821,yz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.17090544969042426,8.922883221542385e-05,0.3807538536554469,0.22414270272349407,1.5249693695128428e-05,3.397422172319792e-05,0.17090544969042426,8.922883221542385e-05
