y,double_slit_intensity,double_slit_intensity_norm,one_slit_intensity,one_slit_intensity_norm
0.14183999999999997,0.0009097002737029253,0.19283628153362165,0.000741201564956105,0.586795215220318
0.14256000000000002,0.0008573308276233616,0.18173512048103474,0.0007369530697662076,0.5834317621905527
0.14327999999999996,0.000806677314350903,0.17099769912541063,0.0007327022462800042,0.5800664658927798
0.14400000000000002,0.0007578021760167975,0.16063725381365285,0.0007284493169366582,0.576699502427864
0.14471999999999996,0.0007107635204386762,0.1506661021143099,0.0007241945037769846,0.5733310475813059
0.14544,0.0006656150505601889,0.1410956278603433,0.0007199380284270619,0.5699612768102663
0.14615999999999996,0.0006224060040834746,0.13193626835255004,0.0007156801120819125,0.5665903652306477
0.14688,0.0005811811033249384,0.1231975037300995,0.0007114209754892368,0.5632184876042157
0.14759999999999995,0.0005419805153020151,0.11488784850981258,0.0007071608389332171,0.5598458183257778
0.14832,0.0005048398220350547,0.1070148452908201,0.0007028999222183782,0.5564725314104056
0.14903999999999995,0.0004697900010260644,0.09958506061648913,0.000698638444653522,0.5530988004807166
0.14976,0.0004368574158530598,0.0926040829806339,0.0006943766250357214,0.5497247987542017
0.15047999999999995,0.00040606381679694027,0.08607652296039969,0.0006901146816343913,0.5463506990306152
0.1512,0.00037742635139561664,0.08000601545350365,0.0006858528321754155,0.542976673679408
0.15191999999999994,0.00035095758479902924,0.07439522399304722,0.0006815912938253643,0.5396028946272333
0.15264,0.00032666552977748855,0.06924584710861881,0.0006773302831757658,0.5362295333454945
0.15335999999999994,0.0003045536862156318,0.06455862669813658,0.0006730700162274648,0.5328567608379616
0.15408,0.00028462108990421063,0.060333358370625395,0.0006688107083750491,0.529484747628443
0.15479999999999994,0.000266862370422952,0.05656890371609934,0.0006645525743913562,0.5261136637485189
0.15552,0.0002512678178889303,0.05326320445473636,0.0006602958284120576,0.5227436787253374
0.15623999999999993,0.00023782345832722574,0.05041329841378607,0.0006560406839203222,0.5193749615694726
0.15696,0.00022651113740330085,0.04801533727697648,0.000651787353731558,0.5160076807628451
0.15767999999999993,0.0002173086122402951,0.046064606047744025,0.000647536049978243,0.5126420042467127
0.15839999999999999,0.0002101896510286892,0.044555544164273084,0.0006432869840948285,0.5092780994097185
0.15911999999999993,0.00020512414012114193,0.04348176820122615,0.0006390403668027392,0.5059161330760162
0.15983999999999998,0.00020207819829124696,0.04283609609006608,0.0006347964080954479,0.5025562714934538
0.16055999999999993,0.0002010142978220041,0.04261057278712634,0.0006305553172236484,0.4991986803218352
0.16127999999999998,0.00020189139207755458,0.042796497315989446,0.0006263173026805052,0.49584352462124265
0.16199999999999992,0.0002046650492005475,0.04338445110836333,0.000622082572187005,0.4924909688404401
0.16271999999999998,0.00020928759156716855,0.044364327565454435,0.0006178513326773874,0.48914117680533853
0.16343999999999992,0.00021570824062251557,0.04572536275985497,0.0006136237902846797,0.4857943117075445
0.16415999999999997,0.00022387326671064283,0.04745616719618918,0.0006094001503263135,0.4824505360929728
0.16487999999999992,0.00023372614350614828,0.049544758547184695,0.0006051806172898463,0.47911001185054264
0.16559999999999997,0.0002452077066478243,0.051978595280488045,0.0006009653948187695,0.4757729002009423
0.1663199999999999,0.00025825631616939085,0.05474461109037755,0.0005967546856984252,0.4724393616854794
0.16703999999999997,0.00027280802231799466,0.057829250047607396,0.0005925486918420056,0.4691095561549969
