x,y,u_abs,u_abs_norm,carrier_ge_075,transition_077_085
0.020202020202020204,0.0,9.330944915926424e-05,0.31472068622753085,0,0
0.020202020202020204,0.010285714285714287,9.128445994703245e-05,0.30789065989880227,0,0
0.020202020202020204,0.020571428571428574,8.546266327547824e-05,0.2882544937863933,0,0
0.020202020202020204,0.03085714285714286,7.661198569924039e-05,0.25840230469439884,0,0
0.020202020202020204,0.04114285714285715,6.604086111125921e-05,0.2227472706704857,0,0
0.020202020202020204,0.051428571428571435,5.56186703033722e-05,0.1875945709963734,0,0
0.020202020202020204,0.06171428571428572,4.761069121671746e-05,0.16058469476030232,0,0
0.020202020202020204,0.07200000000000001,4.379023711278881e-05,0.14769879790716636,0,0
0.020202020202020204,0.0822857142857143,4.392758330131515e-05,0.14816204881147688,0,0
0.020202020202020204,0.09257142857142858,4.5982788161509244e-05,0.1550939886071393,0,0
0.020202020202020204,0.10285714285714287,4.8293196653733763e-05,0.16288669719871737,0,0
0.020202020202020204,0.11314285714285716,5.103822174148188e-05,0.1721453112738397,0,0
0.020202020202020204,0.12342857142857144,5.626094088351538e-05,0.18976086647392362,0,0
0.020202020202020204,0.13371428571428567,6.638489331137986e-05,0.22390764672116337,0,0
0.020202020202020204,0.14400000000000002,8.206786742472664e-05,0.27680428708838445,0,0
0.020202020202020204,0.15428571428571425,0.00010180903688837547,0.3433886947396291,0,0
0.020202020202020204,0.1645714285714286,0.00012306629071451913,0.4150866585766872,0,0
0.020202020202020204,0.17485714285714282,0.00014313304619427872,0.4827692256891625,0,0
0.020202020202020204,0.18514285714285716,0.00015953067269018894,0.5380762959783373,0,0
0.020202020202020204,0.1954285714285714,0.0001702284847591285,0.5741586304664896,0,0
0.020202020202020204,0.20571428571428574,0.00017382273628643405,0.5862815753272743,0,0
0.020202020202020204,0.21599999999999997,0.0001696868365145615,0.572331721093859,0,0
0.020202020202020204,0.2262857142857143,0.00015808156728430164,0.5331886511377976,0,0
0.020202020202020204,0.23657142857142854,0.00014022582383462078,0.47296354122428186,0,0
0.020202020202020204,0.24685714285714289,0.0001183566804619586,0.39920175320102513,0,0
0.020202020202020204,0.2571428571428571,9.583643636532186e-05,0.32324388676878796,0,0
0.020202020202020204,0.26742857142857146,7.722827356049178e-05,0.2604809638265054,0,0
0.020202020202020204,0.2777142857142857,6.72391570759088e-05,0.22678896775150156,0,0
0.020202020202020204,0.28800000000000003,6.663706556111947e-05,0.22475819105724804,0,0
0.020202020202020204,0.29828571428571427,7.027976321287291e-05,0.23704453842087336,0,0
0.020202020202020204,0.3085714285714285,7.216519406308121e-05,0.24340385247061444,0,0
0.020202020202020204,0.31885714285714284,6.880989971883973e-05,0.23208687923768234,0,0
0.020202020202020204,0.32914285714285707,5.903689055153489e-05,0.19912378515283477,0,0
0.020202020202020204,0.3394285714285714,4.323440367287691e-05,0.1458240437079566,0,0
0.020202020202020204,0.34971428571428564,2.284748371739572e-05,0.07706160328776522,0,0
0.020202020202020204,0.36,0.0,0.0,0,0
0.030303030303030304,-0.36,0.0,0.0,0,0
0.030303030303030304,-0.3497142857142857,3.307186486687995e-05,0.11154711660512709,0,0
0.030303030303030304,-0.3394285714285714,6.253208089788835e-05,0.21091260948104043,0,0
0.030303030303030304,-0.3291428571428571,8.524235476076137e-05,0.2875114217014309,0,0
0.030303030303030304,-0.31885714285714284,9.901126173986092e-05,0.33395216154192553,0,0
0.030303030303030304,-0.30857142857142855,0.0001031040736326299,0.3477566859400268,0,0
0.030303030303030304,-0.29828571428571427,9.893158989178409e-05,0.3336834387177563,0,0
0.030303030303030304,-0.288,9.119477163442954e-05,0.30758815283715624,0,0
0.030303030303030304,-0.2777142857142857,8.885781184609279e-05,0.2997058901628142,0,0
0.030303030303030304,-0.2674285714285714,0.00010083540843215749,0.3401047720647823,0,0
0.030303030303030304,-0.2571428571428571,0.0001266139988132518,0.42705261848137344,0,0
0.030303030303030304,-0.24685714285714283,0.00015868782592573925,0.5352334830104941,0,0
0.030303030303030304,-0.23657142857142857,0.00018998059265771825,0.6407799320420032,0,0
0.030303030303030304,-0.22628571428571428,0.00021550631115319608,0.7268748743413165,0,0
0.030303030303030304,-0.216,0.00023203930095561017,0.7826385075305702,1,1
0.030303030303030304,-0.2057142857142857,0.00023786414459655244,0.8022849506760703,1,1
0.030303030303030304,-0.19542857142857142,0.00023266063121646404,0.7847341740234256,1,1
0.030303030303030304,-0.18514285714285714,0.00021739539645075919,0.7332465143686477,0,0
0.030303030303030304,-0.17485714285714285,0.0001941661446539785,0.6548972567971376,0,0
0.030303030303030304,-0.16457142857142856,0.00016599696268588282,0.5598862545958986,0,0
0.030303030303030304,-0.15428571428571428,0.00013660103040519288,0.46073758248353913,0,0
0.030303030303030304,-0.144,0.00011006914784892382,0.37124897912928595,0,0
0.030303030303030304,-0.1337142857142857,9.017464557184199e-05,0.3041473997585677,0,0
0.030303030303030304,-0.12342857142857142,7.8699177061647e-05,0.2654421308190134,0,0
0.030303030303030304,-0.11314285714285716,7.372560142816225e-05,0.24866690440327116,0,0
0.030303030303030304,-0.10285714285714287,7.109611806633611e-05,0.23979799760428988,0,0
0.030303030303030304,-0.09257142857142858,6.788222212089055e-05,0.22895794285605026,0,0
0.030303030303030304,-0.0822857142857143,6.402663750303972e-05,0.21595355532968954,0,0
0.030303030303030304,-0.07200000000000001,6.215282645455728e-05,0.20963343336612983,0,0
0.030303030303030304,-0.06171428571428572,6.574347074807966e-05,0.22174421149458623,0,0
0.030303030303030304,-0.051428571428571435,7.576643048885819e-05,0.2555503564892333,0,0
0.030303030303030304,-0.04114285714285715,8.979219265609248e-05,0.30285743561046774,0,0
0.030303030303030304,-0.03085714285714286,0.00010438227208370818,0.3520678837584996,0,0
0.030303030303030304,-0.020571428571428574,0.00011671153552888589,0.39365289242705725,0,0
0.030303030303030304,-0.010285714285714287,0.00012484877660451916,0.42109875260945967,0,0
0.030303030303030304,0.0,0.00012768217379252803,0.43065543433247866,0,0
0.030303030303030304,0.010285714285714287,0.00012484877660451943,0.4210987526094606,0,0
0.030303030303030304,0.020571428571428574,0.00011671153552888646,0.39365289242705914,0,0
0.030303030303030304,0.03085714285714286,0.0001043822720837089,0.35206788375850206,0,0
0.030303030303030304,0.04114285714285715,8.979219265609337e-05,0.30285743561047074,0,0
0.030303030303030304,0.051428571428571435,7.576643048885937e-05,0.25555035648923724,0,0
0.030303030303030304,0.06171428571428572,6.574347074808118e-05,0.22174421149459136,0,0
0.030303030303030304,0.07200000000000001,6.215282645455897e-05,0.20963343336613555,0,0
0.030303030303030304,0.0822857142857143,6.402663750304128e-05,0.21595355532969482,0,0
0.030303030303030304,0.09257142857142858,6.788222212089172e-05,0.2289579428560542,0,0
0.030303030303030304,0.10285714285714287,7.10961180663368e-05,0.2397979976042922,0,0
0.030303030303030304,0.11314285714285716,7.372560142816242e-05,0.24866690440327172,0,0
0.030303030303030304,0.12342857142857144,7.86991770616466e-05,0.265442130819012,0,0
0.030303030303030304,0.13371428571428567,9.017464557184116e-05,0.30414739975856486,0,0
0.030303030303030304,0.14400000000000002,0.00011006914784892269,0.3712489791292821,0,0
0.030303030303030304,0.15428571428571425,0.00013660103040519163,0.4607375824835349,0,0
0.030303030303030304,0.1645714285714286,0.00016599696268588155,0.5598862545958943,0,0
0.030303030303030304,0.17485714285714282,0.00019416614465397723,0.6548972567971334,0,0
0.030303030303030304,0.18514285714285716,0.00021739539645075794,0.7332465143686435,0,0
0.030303030303030304,0.1954285714285714,0.0002326606312164627,0.7847341740234212,1,1
0.030303030303030304,0.20571428571428574,0.00023786414459655097,0.8022849506760654,1,1
0.030303030303030304,0.21599999999999997,0.00023203930095560865,0.7826385075305651,1,1
0.030303030303030304,0.2262857142857143,0.00021550631115319448,0.7268748743413112,0,0
0.030303030303030304,0.23657142857142854,0.00018998059265771652,0.6407799320419973,0,0
0.030303030303030304,0.24685714285714289,0.00015868782592573744,0.535233483010488,0,0
0.030303030303030304,0.2571428571428571,0.00012661399881325002,0.42705261848136744,0,0
0.030303030303030304,0.26742857142857146,0.00010083540843215604,0.3401047720647774,0,0
0.030303030303030304,0.2777142857142857,8.885781184609201e-05,0.2997058901628116,0,0
0.030303030303030304,0.28800000000000003,9.119477163442946e-05,0.30758815283715596,0,0
0.030303030303030304,0.29828571428571427,9.893158989178446e-05,0.3336834387177575,0,0
0.030303030303030304,0.3085714285714285,0.00010310407363263045,0.3477566859400286,0,0
0.030303030303030304,0.31885714285714284,9.901126173986152e-05,0.33395216154192753,0,0
0.030303030303030304,0.32914285714285707,8.524235476076189e-05,0.2875114217014327,0,0
0.030303030303030304,0.3394285714285714,6.253208089788873e-05,0.2109126094810417,0,0
0.030303030303030304,0.34971428571428564,3.3071864866880155e-05,0.11154711660512778,0,0
0.030303030303030304,0.36,0.0,0.0,0,0
0.04040404040404041,-0.36,0.0,0.0,0,0
0.04040404040404041,-0.3497142857142857,4.201648106840747e-05,0.14171614851294367,0,0
0.04040404040404041,-0.3394285714285714,7.938160490995714e-05,0.2677438715607722,0,0
0.04040404040404041,-0.3291428571428571,0.00010802213657790848,0.3643446752486593,0,0
0.04040404040404041,-0.31885714285714284,0.000125007425341517,0.4216338542505793,0,0
0.04040404040404041,-0.30857142857142855,0.0001291276357997759,0.43553079046131404,0,0
0.04040404040404041,-0.29828571428571427,0.00012165016367610044,0.41031024549813844,0,0
0.04040404040404041,-0.288,0.00010774135827699155,0.36339764640711564,0,0
0.04040404040404041,-0.2777142857142857,9.876018125486246e-05,0.3331052995869034,0,0
0.04040404040404041,-0.2674285714285714,0.0001089525213867448,0.36748274270196574,0,0
0.04040404040404041,-0.2571428571428571,0.00013949531199406815,0.4704996194047066,0,0
0.04040404040404041,-0.24685714285714283,0.0001793207413957905,0.6048256344390769,0,0
0.04040404040404041,-0.23657142857142857,0.00021840188130748493,0.7366412574267241,0,0
0.04040404040404041,-0.22628571428571428,0.00025019485124051495,0.8438748270672006,1,1
