geometry,beta,criterion,target,same_sector,carrier_vs_space_sector,same_sector_z,carrier_space_z,transition_combo_z,transition_combo_exc,bw_selected,inner_r,outer_r,gap
tet_1.10,0.0,score_iso,0.65,0.9822209909928602,-0.011888341954244042,623159619093.3308,333120671927.32135,478140145510.32605,1.0,0.013,9.630680142129112,11.169153951844338,1.5384738097152262
tet_1.10,0.0,score_iso,0.75,0.9956119431428875,0.01198913646385269,,,,,0.005,10.136567466356647,10.897247358851684,0.7606798924950375
tet_1.10,0.0,score_iso,0.78,0.997213912146485,0.008711952137279821,,,,,0.007,10.805091392487155,11.521718621802913,0.7166272293157583
tet_1.10,0.0,q_only,0.6,0.9899990104471548,0.0041008368970405495,2.223330599787713,1.1873121155291868,1.70532135765845,1.0,0.01,8.986100377805714,9.836157786453,0.8500574086472863
tet_1.10,0.0,q_only,0.61,0.9801835719732296,-0.011883078568689087,453176992541.57495,347843554983.6779,400510273762.62646,1.0,0.003,8.986100377805714,10.523782589924593,1.5376822121188791
tet_1.10,0.0,q_only,0.62,0.9801835719732296,-0.011883078568689087,615931077020.5358,518851294360.4159,567391185690.4758,1.0,0.013,8.986100377805714,10.523782589924593,1.5376822121188791
tet_1.10,0.0,q_only,0.65,0.9822209909928602,-0.011888341954244042,546125244362.8888,384784964144.4878,465455104253.6883,1.0,0.013,9.630680142129112,11.169153951844338,1.5384738097152262
tet_1.10,0.0,q_only,0.75,0.9956119431428875,0.01198913646385269,,,,,0.005,10.136567466356647,10.897247358851684,0.7606798924950375
tet_1.10,0.0,q_only,0.78,0.997213912146485,0.008711952137279821,,,,,0.007,10.805091392487155,11.521718621802913,0.7166272293157583
tet_1.10,0.0,xyz_only,0.6,0.9899990104471548,0.0041008368970405495,21.644892969871712,5.121989858630291,13.383441414251003,1.0,0.01,8.986100377805714,9.836157786453,0.8500574086472863
tet_1.10,0.0,xyz_only,0.61,0.9801835719732296,-0.011883078568689087,248.48749284881322,4.018094443668814,126.25279364624102,1.0,0.003,8.986100377805714,10.523782589924593,1.5376822121188791
tet_1.10,0.0,xyz_only,0.62,0.9801835719732296,-0.011883078568689087,298968199986.64294,100982667673.58478,199975433830.11386,1.0,0.013,8.986100377805714,10.523782589924593,1.5376822121188791
tet_1.10,0.0,xyz_only,0.65,0.9822209909928602,-0.011888341954244042,428548658866.76276,205361171787.63846,316954915327.2006,1.0,0.013,9.630680142129112,11.169153951844338,1.5384738097152262
tet_1.10,0.0,xyz_only,0.75,0.9956119431428875,0.01198913646385269,898770473513.4172,565189296376.2649,731979884944.8411,1.0,0.005,10.136567466356647,10.897247358851684,0.7606798924950375
tet_1.10,0.0,xyz_only,0.78,0.997213912146485,0.008711952137279821,,,,,0.007,10.805091392487155,11.521718621802913,0.7166272293157583
ortho_1.05_1.20,0.0,score_q,0.6,0.9899990104471548,0.004100836897043991,282578473520.0683,61407293135.48088,171992883327.7746,1.0,0.01,8.986100377805714,9.836157786453,0.8500574086472863
ortho_1.05_1.20,0.0,score_q,0.61,0.9801835719732298,-0.011883078568686312,615505210358.258,350994039056.9638,483249624707.61096,1.0,0.003,8.986100377805714,10.523782589924593,1.5376822121188791
ortho_1.05_1.20,0.0,score_q,0.62,0.9801835719732298,-0.011883078568686312,596954123174.1951,294383700218.3528,445668911696.2739,1.0,0.013,8.986100377805714,10.523782589924593,1.5376822121188791
ortho_1.05_1.20,0.0,score_q,0.65,0.9822209909928601,-0.011888341954242043,,,,,0.013,9.630680142129112,11.169153951844338,1.5384738097152262
ortho_1.05_1.20,0.0,score_q,0.75,0.9956119431428875,0.011989136463856354,,,,,0.005,10.136567466356647,10.897247358851684,0.7606798924950375
ortho_1.05_1.20,0.0,score_q,0.78,0.997213912146485,0.008711952137282819,,,,,0.007,10.805091392487155,11.521718621802913,0.7166272293157583
ortho_1.05_1.20,0.0,score_iso,0.6,0.9899990104471548,0.004100836897043991,317333457663.60187,129945050536.84924,223639254100.22556,1.0,0.01,8.986100377805714,9.836157786453,0.8500574086472863
ortho_1.05_1.20,0.0,score_iso,0.61,0.9801835719732298,-0.011883078568686312,305747898372.76276,124646653680.4094,215197276026.58606,1.0,0.003,8.986100377805714,10.523782589924593,1.5376822121188791
ortho_1.05_1.20,0.0,score_iso,0.62,0.9801835719732298,-0.011883078568686312,302274936821.5659,198269581979.42624,250272259400.4961,1.0,0.013,8.986100377805714,10.523782589924593,1.5376822121188791
ortho_1.05_1.20,0.0,score_iso,0.65,0.9822209909928601,-0.011888341954242043,739339402822.8088,335562289225.5785,537450846024.19366,1.0,0.013,9.630680142129112,11.169153951844338,1.5384738097152262
ortho_1.05_1.20,0.0,score_iso,0.75,0.9956119431428875,0.011989136463856354,,,,,0.005,10.136567466356647,10.897247358851684,0.7606798924950375
