geometry,beta,criterion,target,same_sector,carrier_vs_space_sector,same_sector_z,carrier_space_z,transition_combo_z,transition_combo_exc,bw_selected,inner_r,outer_r,gap
tet_1.10,1.0,xyz_only,0.64,0.5786919766478835,-0.21908165856538486,0.6401111526835457,0.004720044282631368,0.32241559848308854,0.5,0.007,8.170067319184096,8.874119674649425,0.7040523554653291
tet_1.10,1.0,xyz_only,0.66,0.9444905410965587,0.057206998479111704,608785510511.882,296681318097.71906,452733414304.80054,1.0,0.003,6.689544080129826,8.170067319184096,1.4805232390542695
tet_1.10,1.0,xyz_only,0.67,0.95550069020113,-0.024723633537234058,750790755934.9185,303110579117.5791,526950667526.2488,1.0,0.007,6.689544080129826,8.79539457994624,2.1058504998164143
tet_1.10,1.0,xyz_only,0.68,0.8404295550807451,-0.08437236992564145,2.1842576987772873,0.8044890882116187,1.494373393494453,0.75,0.005,8.170067319184096,10.523782589924593,2.353715270740498
tet_1.10,1.0,xyz_only,0.69,0.9406178145127231,-0.007945978781970342,15.670950554547405,1.5058588510892577,8.58840470281833,1.0,0.003,9.016442331261583,11.022750605863752,2.006308274602169
tet_1.10,1.0,xyz_only,0.7,0.8484786612032602,-0.06763255078947905,3.474886492173037,4.165452106165114,3.8201692991690757,1.0,0.003,7.399324293474371,9.937303457175895,2.5379791637015243
tet_1.10,1.0,xyz_only,0.71,0.8956562135437722,-0.04049977840905283,531116554058.3136,231225177726.5179,381170865892.4158,1.0,0.007,10.523782589924593,12.210321133919274,1.686538543994681
tet_1.10,1.0,xyz_only,0.72,0.9079420074823851,-0.0104563182407017,,,,,0.005,9.937303457175895,11.98078696321382,2.0434835060379246
tet_1.10,1.0,xyz_only,0.73,0.8119071340157015,-0.13078349174364945,,,,,0.005,9.937303457175895,11.947803145348521,2.010499688172626
tet_1.10,1.0,xyz_only,0.75,0.9919641222123448,0.0324132560914947,,,,,0.01,7.262919523166975,9.746473203713036,2.483553680546061
tet_1.10,1.0,xyz_only,0.76,0.9299477908172586,0.011044417615704183,,,,,0.003,7.262919523166975,8.645808232895291,1.3828887097283165
tet_1.10,1.0,xyz_only,0.77,0.9633487551417775,0.014199143367812361,,,,,0.003,8.645808232895291,9.836157786453,1.1903495535577093
tet_1.10,1.0,xyz_only,0.78,0.8285677657285435,-0.11407174120221153,,,,,0.005,8.645808232895291,10.897247358851684,2.2514391259563933
tet_1.10,1.0,xyz_only,0.79,0.979476516115347,0.020902976392124573,,,,,0.003,9.07029057542277,11.219435078469347,2.1491445030465766
tet_1.10,1.0,xyz_only,0.8,0.8363605751268068,-0.10309185186538383,,,,,0.003,7.92148975887743,9.768982739823448,1.8474929809460185
tet_1.10,1.0,xyz_only,0.81,0.9920905922375847,0.03121048717658237,,,,,0.007,9.205976319760984,11.369287864822192,2.163311545061209
tet_1.10,1.0,xyz_only,0.82,0.9789408511272154,0.02886443130080818,,,,,0.005,10.331989159885913,11.346805717910216,1.0148165580243038
tet_1.10,1.0,xyz_only,0.83,0.9483266128213322,-0.01783120014773243,,,,,0.003,8.52936105461599,10.839397438898065,2.310036384282075
tet_1.10,1.0,xyz_only,0.84,0.9488607272425978,-0.018394116015799544,,,,,0.003,8.52936105461599,11.166234276102529,2.636873221486539
tet_1.10,1.0,xyz_only,0.85,0.8290369892559977,-0.1185068235035539,,,,,0.01,8.52936105461599,10.805091392487155,2.275730337871165
tet_1.10,1.0,xyz_only,0.86,0.9918067991320529,0.024701393486672107,,,,,0.01,7.794228634059948,10.805091392487155,3.0108627584272067
ortho_1.05_1.20,1.0,score_q,0.6,0.8692131094151317,-0.09329729466511316,3.2211010103615387,21.583453550068963,12.402277280215252,1.0,0.003,7.564479570738586,9.25618990971727,1.6917103389786838
ortho_1.05_1.20,1.0,score_q,0.61,0.7408528276607368,-0.2268960306352571,6.895436234287694,-4.886548633911661,1.0044438001880165,0.5,0.003,8.2915619758885,8.93011002622757,0.6385480503390699
ortho_1.05_1.20,1.0,score_q,0.62,0.8339975394242711,-0.07681043157442258,1.1034217733458933,0.7594394159711002,0.9314305946584968,0.75,0.003,7.533259586659682,9.200199558139126,1.6669399714794437
ortho_1.05_1.20,1.0,score_q,0.63,0.5225025548668467,-0.27464968964662184,0.24351409798154472,-0.8385217261958479,-0.29750381410715154,0.5,0.003,7.533259586659682,8.874119674649425,1.3408600879897428
ortho_1.05_1.20,1.0,score_q,0.64,0.5062880402895766,-0.2937820190314121,-5.489056003655413,-11.182783419546057,-8.335919711600734,0.0,0.005,8.170067319184096,8.874119674649425,0.7040523554653291
ortho_1.05_1.20,1.0,score_q,0.65,0.7422192649101093,-0.12748049052703203,11.030201888854585,2.7522645697328905,6.8912332292937375,1.0,0.003,8.170067319184096,9.420721840708387,1.2506545215242912
ortho_1.05_1.20,1.0,score_q,0.66,0.8063541539356086,-0.031848511768392984,1.8144094741609722,0.7913256678816519,1.302867571021312,0.75,0.003,8.170067319184096,10.523782589924593,2.353715270740498
ortho_1.05_1.20,1.0,score_q,0.67,0.9308723597478715,0.0532020274096654,4.679275771014367,4.751654258415393,4.71546501471488,1.0,0.003,6.689544080129826,11.521718621802913,4.832174541673087
ortho_1.05_1.20,1.0,score_q,0.68,0.8715567863574494,-0.058182134296903665,418807079976.6024,164563688241.69095,291685384109.14667,1.0,0.003,9.053685388179996,11.98078696321382,2.9271015750338236
ortho_1.05_1.20,1.0,score_q,0.69,0.7600227956852608,-0.11278324285323371,,,,,0.003,8.170067319184096,9.420721840708387,1.2506545215242912
ortho_1.05_1.20,1.0,score_q,0.7,0.8527682261516472,-0.08160276285940504,,,,,0.003,9.972252215316491,12.193829224986626,2.221577009670135
ortho_1.05_1.20,1.0,score_q,0.71,0.937445049763464,0.012835117445950228,409862254851.30255,282798965146.01,346330609998.65625,1.0,0.003,8.668313875325133,11.331101452358675,2.6627875770335425
ortho_1.05_1.20,1.0,score_q,0.72,0.9528213314104332,0.06606095628171393,,,,,0.01,9.937303457175895,11.521718621802913,1.5844151646270177
ortho_1.05_1.20,1.0,score_q,0.73,0.9645083926963965,0.04346267695235151,314885502854.8881,149334462591.44855,232109982723.16833,1.0,0.007,9.937303457175895,11.947803145348521,2.010499688172626
ortho_1.05_1.20,1.0,score_q,0.74,0.9497776169294448,0.02771147297544929,523235191420.2538,269723736664.18475,396479464042.21924,1.0,0.007,9.937303457175895,11.947803145348521,2.010499688172626
ortho_1.05_1.20,1.0,score_q,0.75,0.9809064569130436,0.0677667052504578,603743987037.4595,381746475418.1776,492745231227.81854,1.0,0.005,8.645808232895291,9.836157786453,1.1903495535577093
ortho_1.05_1.20,1.0,score_q,0.76,0.76444490677292,-0.14002965083747643,253036647605.83133,25811376195.95553,139424011900.89343,1.0,0.003,9.836157786453,10.897247358851684,1.061089572398684
ortho_1.05_1.20,1.0,score_q,0.77,0.8835114575517978,-0.05423831538841617,,,,,0.003,8.549538654809988,11.380528938278179,2.830990283468191
ortho_1.05_1.20,1.0,score_q,0.78,0.8553790362792496,-0.06760592301277812,,,,,0.003,8.645808232895291,10.331989159885913,1.6861809269906214
ortho_1.05_1.20,1.0,score_q,0.79,0.9836742478001888,0.031071445065660952,,,,,0.003,8.925892276328138,11.605308117807445,2.6794158414793063
ortho_1.05_1.20,1.0,score_q,0.8,0.8601481514370697,-0.04925231752916337,,,,,0.003,8.563733039319207,10.897247358851684,2.333514319532478
ortho_1.05_1.20,1.0,score_q,0.81,0.9400824482482366,-0.03447966998788987,,,,,0.003,7.92148975887743,10.294923732519038,2.3734339736416086
ortho_1.05_1.20,1.0,score_q,0.82,0.8289979871389666,-0.12583991538108508,,,,,0.003,9.205976319760984,11.075948555198686,1.869972235437702
ortho_1.05_1.20,1.0,score_q,0.83,0.9001676375893577,-0.045731507863003396,,,,,0.003,8.52936105461599,11.346805717910216,2.8174446632942267
ortho_1.05_1.20,1.0,score_q,0.84,0.8932117179436371,-0.04769339376293669,,,,,0.007,8.52936105461599,10.839397438898065,2.310036384282075
ortho_1.05_1.20,1.0,score_q,0.85,0.9462001255746506,-0.00217484721546668,,,,,0.005,8.52936105461599,10.805091392487155,2.275730337871165
ortho_1.05_1.20,1.0,score_q,0.86,0.9295048088659729,-0.037774669424909924,,,,,0.007,9.096702699330127,10.805091392487155,1.708388693157028
ortho_1.05_1.20,1.0,score_iso,0.6,0.8692131094151317,-0.09329729466511316,30.584156582833653,116.26510664676724,73.42463161480045,1.0,0.003,7.564479570738586,9.25618990971727,1.6917103389786838
ortho_1.05_1.20,1.0,score_iso,0.61,0.7408528276607368,-0.2268960306352571,5.376721787208968,1.1261793125337927,3.2514505498713806,1.0,0.003,8.2915619758885,8.93011002622757,0.6385480503390699
ortho_1.05_1.20,1.0,score_iso,0.62,0.8339975394242711,-0.07681043157442258,12.312512220756973,1.8753738405047102,7.093943030630842,1.0,0.003,7.533259586659682,9.200199558139126,1.6669399714794437
ortho_1.05_1.20,1.0,score_iso,0.63,0.5225025548668467,-0.27464968964662184,-0.5892494905257191,-15.769742803037762,-8.17949614678174,0.25,0.003,7.533259586659682,8.874119674649425,1.3408600879897428
ortho_1.05_1.20,1.0,score_iso,0.64,0.5062880402895766,-0.2937820190314121,27561649218.35369,-1598210147.3296373,12981719535.512028,0.5,0.005,8.170067319184096,8.874119674649425,0.7040523554653291
ortho_1.05_1.20,1.0,score_iso,0.65,0.7422192649101093,-0.12748049052703203,6.891431088384379,2.8399970020663794,4.8657140452253795,1.0,0.003,8.170067319184096,9.420721840708387,1.2506545215242912
ortho_1.05_1.20,1.0,score_iso,0.66,0.8063541539356086,-0.031848511768392984,16.50297756331763,7.461652726722415,11.98231514502002,1.0,0.003,8.170067319184096,10.523782589924593,2.353715270740498
ortho_1.05_1.20,1.0,score_iso,0.67,0.9308723597478715,0.0532020274096654,,,,,0.003,6.689544080129826,11.521718621802913,4.832174541673087
ortho_1.05_1.20,1.0,score_iso,0.68,0.8715567863574494,-0.058182134296903665,,,,,0.003,9.053685388179996,11.98078696321382,2.9271015750338236
ortho_1.05_1.20,1.0,score_iso,0.69,0.7600227956852608,-0.11278324285323371,-27481958460.041977,-218059592467.38782,-122770775463.7149,0.0,0.003,8.170067319184096,9.420721840708387,1.2506545215242912
ortho_1.05_1.20,1.0,score_iso,0.7,0.8527682261516472,-0.08160276285940504,,,,,0.003,9.972252215316491,12.193829224986626,2.221577009670135
ortho_1.05_1.20,1.0,score_iso,0.71,0.937445049763464,0.012835117445950228,,,,,0.003,8.668313875325133,11.331101452358675,2.6627875770335425
ortho_1.05_1.20,1.0,score_iso,0.72,0.9528213314104332,0.06606095628171393,,,,,0.01,9.937303457175895,11.521718621802913,1.5844151646270177
ortho_1.05_1.20,1.0,score_iso,0.73,0.9645083926963965,0.04346267695235151,,,,,0.007,9.937303457175895,11.947803145348521,2.010499688172626
ortho_1.05_1.20,1.0,score_iso,0.74,0.9497776169294448,0.02771147297544929,473002465255.8355,289867276465.05676,381434870860.44617,1.0,0.007,9.937303457175895,11.947803145348521,2.010499688172626
ortho_1.05_1.20,1.0,score_iso,0.75,0.9809064569130436,0.0677667052504578,,,,,0.005,8.645808232895291,9.836157786453,1.1903495535577093
ortho_1.05_1.20,1.0,score_iso,0.76,0.76444490677292,-0.14002965083747643,,,,,0.003,9.836157786453,10.897247358851684,1.061089572398684
ortho_1.05_1.20,1.0,score_iso,0.77,0.8835114575517978,-0.05423831538841617,,,,,0.003,8.549538654809988,11.380528938278179,2.830990283468191
ortho_1.05_1.20,1.0,score_iso,0.78,0.8553790362792496,-0.06760592301277812,,,,,0.003,8.645808232895291,10.331989159885913,1.6861809269906214
ortho_1.05_1.20,1.0,score_iso,0.79,0.9836742478001888,0.031071445065660952,,,,,0.003,8.925892276328138,11.605308117807445,2.6794158414793063
ortho_1.05_1.20,1.0,score_iso,0.8,0.8601481514370697,-0.04925231752916337,,,,,0.003,8.563733039319207,10.897247358851684,2.333514319532478
ortho_1.05_1.20,1.0,score_iso,0.81,0.9400824482482366,-0.03447966998788987,,,,,0.003,7.92148975887743,10.294923732519038,2.3734339736416086
ortho_1.05_1.20,1.0,score_iso,0.82,0.8289979871389666,-0.12583991538108508,,,,,0.003,9.205976319760984,11.075948555198686,1.869972235437702
ortho_1.05_1.20,1.0,score_iso,0.83,0.9001676375893577,-0.045731507863003396,,,,,0.003,8.52936105461599,11.346805717910216,2.8174446632942267
ortho_1.05_1.20,1.0,score_iso,0.84,0.8932117179436371,-0.04769339376293669,,,,,0.007,8.52936105461599,10.839397438898065,2.310036384282075
ortho_1.05_1.20,1.0,score_iso,0.85,0.9462001255746506,-0.00217484721546668,,,,,0.005,8.52936105461599,10.805091392487155,2.275730337871165
ortho_1.05_1.20,1.0,score_iso,0.86,0.9295048088659729,-0.037774669424909924,,,,,0.007,9.096702699330127,10.805091392487155,1.708388693157028
ortho_1.05_1.20,1.0,q_only,0.6,0.8348968010739615,-0.09755706188432423,2.1718005326447067,2.024321374354351,2.098060953499529,1.0,0.003,5.361902647381804,10.488403439405861,5.126500792024057
ortho_1.05_1.20,1.0,q_only,0.61,0.5802403100619332,-0.34526453973854065,-1.200042608068171,-4.725603851283256,-2.9628232296757133,0.0,0.003,5.172040216394301,6.3002631209010405,1.1282229045067398
ortho_1.05_1.20,1.0,q_only,0.62,0.4522661506419259,-0.48488843348537436,-7.527525034850154,-5.621586538830674,-6.574555786840413,0.0,0.003,6.98212002188447,10.4708294294219,3.4887094075374305
ortho_1.05_1.20,1.0,q_only,0.63,0.7448378146680777,-0.1965214362908142,3.798128859039439,23.267758235690575,13.532943547365008,1.0,0.005,6.477339873291068,9.895595885146435,3.418256011855367
ortho_1.05_1.20,1.0,q_only,0.64,0.45778459061394516,-0.3850903606506477,-3.3238437367221434,-13.396556893454184,-8.360200315088164,0.0,0.003,6.06217782649107,8.986100377805714,2.923922551314644
ortho_1.05_1.20,1.0,q_only,0.65,0.9707718619295936,0.07749329017862694,3.0505671243240795,1.2311891199590435,2.1408781221415616,1.0,0.003,5.545268253204709,9.907481092369814,4.362212839165105
ortho_1.05_1.20,1.0,q_only,0.66,0.8401355646883182,-0.06731425173612005,181190665378.9942,-82609480683.12457,49290592347.934814,0.5,0.003,8.528555076762826,9.836157786453,1.3076027096901743
ortho_1.05_1.20,1.0,q_only,0.67,0.8954690046129472,0.015772850172716568,468316887031.15,435918164647.8636,452117525839.50684,1.0,0.003,9.733418964291056,10.897247358851684,1.1638283945606283
ortho_1.05_1.20,1.0,q_only,0.68,0.9471719551725909,0.036140623741169775,447969730221.525,260512108418.00436,354240919319.7647,1.0,0.003,7.246446069389006,10.804695000832979,3.5582489314439725
ortho_1.05_1.20,1.0,q_only,0.69,0.8337697540876112,-0.08335725296703667,1.691454068312291,0.5394893534587936,1.1154717108855423,0.75,0.003,4.9749371855331,9.320187508773369,4.345250323240269
ortho_1.05_1.20,1.0,q_only,0.7,0.9775478545773745,0.03700827549155217,9.797059731966824,4.669495366003041,7.233277548984932,1.0,0.003,6.689544080129826,10.23427831312128,3.5447342329914537
ortho_1.05_1.20,1.0,q_only,0.71,0.8769666924327412,-0.061076859746489465,2.8544802541084517,1.0410924978958387,1.9477863760021452,1.0,0.007,7.946508523003376,10.136567466356647,2.1900589433532707
ortho_1.05_1.20,1.0,q_only,0.72,0.9068579346603405,0.24296738553737462,2.8959207737694235,5.767044193797116,4.33148248378327,1.0,0.003,8.856141908298444,10.712142642814275,1.8560007345158311
ortho_1.05_1.20,1.0,q_only,0.73,0.9075425090040923,0.06449603249255642,9.388813633001071,38.8744703973343,24.131642015167685,1.0,0.003,9.420721840708387,10.523782589924593,1.1030607492162066
ortho_1.05_1.20,1.0,q_only,0.74,0.8824648088184893,0.033014570928590725,3.5578163856456047,3.769834584820178,3.6638254852328913,1.0,0.003,7.59677646376716,10.523782589924593,2.9270061261574334
ortho_1.05_1.20,1.0,q_only,0.75,0.9037786511135538,-0.033928981083737764,2.086981991169336,0.6384212405147898,1.362701615842063,0.75,0.003,6.224949798994366,9.096702699330127,2.8717529003357605
ortho_1.05_1.20,1.0,q_only,0.76,0.8675290203862975,-0.059179264674806054,2.3474634009701427,0.2987597387150526,1.3231115698425977,0.75,0.003,7.794228634059948,10.23474474522936,2.440516111169412
ortho_1.05_1.20,1.0,q_only,0.77,0.8646455310164587,-0.01881543205864944,22.409854085646284,0.5807605051248675,11.495307295385576,0.75,0.005,8.411301920630361,9.937303457175895,1.5260015365455342
ortho_1.05_1.20,1.0,q_only,0.78,0.9803873262060857,0.08214162428721483,5.16581095964396,4.991818857775507,5.078814908709734,1.0,0.003,6.4385165415801335,9.24758312172995,2.809066580149816
ortho_1.05_1.20,1.0,q_only,0.79,0.7877411944202214,-0.15766695160868527,25.699268534065354,5.175260985436937,15.437264759751145,1.0,0.003,6.62801057889474,9.630680142129112,3.002669563234372
ortho_1.05_1.20,1.0,q_only,0.8,0.9651966677698625,0.17474576459721503,3.493726588572455,3.0832116941524785,3.2884691413624667,1.0,0.005,7.399324293474371,9.252399908389268,1.8530756149148973
ortho_1.05_1.20,1.0,q_only,0.81,0.9866679322361654,0.2244492854807102,5.369552733684185,4.99143254655106,5.180492640117622,1.0,0.003,7.044434186802098,9.22408578618647,2.1796515993843713
ortho_1.05_1.20,1.0,q_only,0.82,0.9145025638272714,-0.02472218494616052,393894051436.4455,211239294897.52646,302566673166.98596,1.0,0.003,6.689544080129826,8.645808232895291,1.9562641527654652
ortho_1.05_1.20,1.0,q_only,0.83,0.9237854210480123,0.09201409948937866,402772077531.47314,254851056376.8024,328811566954.13776,1.0,0.003,6.5383484153110105,9.886730621814447,3.3483822065034365
ortho_1.05_1.20,1.0,q_only,0.84,0.8281224940303543,0.04242793290610025,,,,,0.005,7.92148975887743,9.420721840708387,1.4992320818309572
ortho_1.05_1.20,1.0,q_only,0.85,0.75162691422649,0.004346917971427611,,,,,0.003,7.92148975887743,9.313968005098578,1.392478246221149
ortho_1.05_1.20,1.0,q_only,0.86,0.9599299296841273,0.0971734098153928,,,,,0.003,6.837397165588672,9.259972162429781,2.422574996841109
ortho_1.05_1.20,1.0,xyz_only,0.6,0.8692131094151317,-0.09329729466511316,4.965250151111164,5.076654898572411,5.020952524841787,1.0,0.003,7.564479570738586,9.25618990971727,1.6917103389786838
ortho_1.05_1.20,1.0,xyz_only,0.61,0.7408528276607368,-0.2268960306352571,515968720303.05853,83348340158.66866,299658530230.8636,1.0,0.003,8.2915619758885,8.93011002622757,0.6385480503390699
ortho_1.05_1.20,1.0,xyz_only,0.62,0.8339975394242711,-0.07681043157442258,253799464112.25098,155507448558.5801,204653456335.41553,1.0,0.003,7.533259586659682,9.200199558139126,1.6669399714794437
ortho_1.05_1.20,1.0,xyz_only,0.63,0.5225025548668467,-0.27464968964662184,-94034451268.08174,-109028775483.89378,-101531613375.98776,0.0,0.003,7.533259586659682,8.874119674649425,1.3408600879897428
ortho_1.05_1.20,1.0,xyz_only,0.64,0.5062880402895766,-0.2937820190314121,7692678023.675292,-25972036111.3443,-9139679043.834503,0.5,0.005,8.170067319184096,8.874119674649425,0.7040523554653291
ortho_1.05_1.20,1.0,xyz_only,0.65,0.7422192649101093,-0.12748049052703203,39323744883.97339,-100700690732.1304,-30688472924.078506,0.5,0.003,8.170067319184096,9.420721840708387,1.2506545215242912
ortho_1.05_1.20,1.0,xyz_only,0.66,0.8063541539356086,-0.031848511768392984,1.3072366950924055,0.6638166316530216,0.9855266633727136,0.75,0.003,8.170067319184096,10.523782589924593,2.353715270740498
ortho_1.05_1.20,1.0,xyz_only,0.67,0.9308723597478715,0.0532020274096654,416256778338.2204,284544871342.0493,350400824840.1349,1.0,0.003,6.689544080129826,11.521718621802913,4.832174541673087
ortho_1.05_1.20,1.0,xyz_only,0.68,0.8715567863574494,-0.058182134296903665,596667013786.5381,434110605583.7716,515388809685.15485,1.0,0.003,9.053685388179996,11.98078696321382,2.9271015750338236
ortho_1.05_1.20,1.0,xyz_only,0.69,0.7600227956852608,-0.11278324285323371,298299063394.12524,107462560622.69661,202880812008.41092,1.0,0.003,8.170067319184096,9.420721840708387,1.2506545215242912
ortho_1.05_1.20,1.0,xyz_only,0.7,0.8527682261516472,-0.08160276285940504,611092106770.8977,265817083133.59055,438454594952.24414,1.0,0.003,9.972252215316491,12.193829224986626,2.221577009670135
ortho_1.05_1.20,1.0,xyz_only,0.71,0.937445049763464,0.012835117445950228,412209119920.58905,273577760927.44647,342893440424.01776,1.0,0.003,8.668313875325133,11.331101452358675,2.6627875770335425
ortho_1.05_1.20,1.0,xyz_only,0.72,0.9528213314104332,0.06606095628171393,372600183375.89185,90334807719.28293,231467495547.5874,1.0,0.01,9.937303457175895,11.521718621802913,1.5844151646270177
ortho_1.05_1.20,1.0,xyz_only,0.73,0.9645083926963965,0.04346267695235151,471378838976.3004,289486503756.7496,380432671366.525,1.0,0.007,9.937303457175895,11.947803145348521,2.010499688172626
ortho_1.05_1.20,1.0,xyz_only,0.74,0.9497776169294448,0.02771147297544929,,,,,0.007,9.937303457175895,11.947803145348521,2.010499688172626
ortho_1.05_1.20,1.0,xyz_only,0.75,0.9809064569130436,0.0677667052504578,,,,,0.005,8.645808232895291,9.836157786453,1.1903495535577093
ortho_1.05_1.20,1.0,xyz_only,0.76,0.76444490677292,-0.14002965083747643,,,,,0.003,9.836157786453,10.897247358851684,1.061089572398684
ortho_1.05_1.20,1.0,xyz_only,0.77,0.8835114575517978,-0.05423831538841617,,,,,0.003,8.549538654809988,11.380528938278179,2.830990283468191
ortho_1.05_1.20,1.0,xyz_only,0.78,0.8553790362792496,-0.06760592301277812,,,,,0.003,8.645808232895291,10.331989159885913,1.6861809269906214
ortho_1.05_1.20,1.0,xyz_only,0.79,0.9836742478001888,0.031071445065660952,,,,,0.003,8.925892276328138,11.605308117807445,2.6794158414793063
ortho_1.05_1.20,1.0,xyz_only,0.8,0.8601481514370697,-0.04925231752916337,,,,,0.003,8.563733039319207,10.897247358851684,2.333514319532478
ortho_1.05_1.20,1.0,xyz_only,0.81,0.9400824482482366,-0.03447966998788987,,,,,0.003,7.92148975887743,10.294923732519038,2.3734339736416086
ortho_1.05_1.20,1.0,xyz_only,0.82,0.8289979871389666,-0.12583991538108508,,,,,0.003,9.205976319760984,11.075948555198686,1.869972235437702
ortho_1.05_1.20,1.0,xyz_only,0.83,0.9001676375893577,-0.045731507863003396,,,,,0.003,8.52936105461599,11.346805717910216,2.8174446632942267
ortho_1.05_1.20,1.0,xyz_only,0.84,0.8932117179436371,-0.04769339376293669,,,,,0.007,8.52936105461599,10.839397438898065,2.310036384282075
ortho_1.05_1.20,1.0,xyz_only,0.85,0.9462001255746506,-0.00217484721546668,,,,,0.005,8.52936105461599,10.805091392487155,2.275730337871165
ortho_1.05_1.20,1.0,xyz_only,0.86,0.9295048088659729,-0.037774669424909924,,,,,0.007,9.096702699330127,10.805091392487155,1.708388693157028
tet_1.20,1.0,score_q,0.6,0.780527716778756,-0.18800543516231027,0.7771541342152734,-2.0298198797935996,-0.626332872789163,0.25,0.003,6.837397165588672,8.2915619758885,1.4541648102998286
tet_1.20,1.0,score_q,0.61,0.971422318068171,-0.01720588067089257,1.9651102531362776,1.1414409957781622,1.55327562445722,1.0,0.003,7.912410781274091,8.93011002622757,1.0176992449534792
tet_1.20,1.0,score_q,0.62,0.9594809901838376,-0.024058042521203582,2.4483858740735913,1.7325872473260906,2.090486560699841,1.0,0.005,7.533259586659682,9.091506263642557,1.5582466769828756
tet_1.20,1.0,score_q,0.63,0.998415615616578,0.18551894069865382,13.463146028089398,3.7371219749770304,8.600134001533213,1.0,0.005,7.533259586659682,11.169153951844338,3.6358943651846563
tet_1.20,1.0,score_q,0.64,0.5786919766478835,-0.22219825038975116,0.2617682694263338,0.225595498037969,0.24368188373215138,0.5,0.005,8.170067319184096,8.874119674649425,0.7040523554653291
tet_1.20,1.0,score_q,0.65,0.9859490028195665,0.10282245864598782,9.47031709540453,10.114712773653437,9.792514934528985,1.0,0.007,8.170067319184096,9.420721840708387,1.2506545215242912
tet_1.20,1.0,score_q,0.66,0.5957460742214697,-0.3270500557498083,5.912559410409555,-4.994303187490082,0.45912811145973675,0.5,0.003,8.170067319184096,10.523782589924593,2.353715270740498
tet_1.20,1.0,score_q,0.67,0.9718750328935694,0.03390677081740956,721570100360.2472,557441576828.5981,639505838594.4226,1.0,0.007,6.689544080129826,11.521718621802913,4.832174541673087
tet_1.20,1.0,score_q,0.68,0.976016573656489,0.02195895809236159,4.36376220819805,3.3127344716685125,3.8382483399332816,1.0,0.003,9.937303457175895,10.523782589924593,0.586479132748698
tet_1.20,1.0,score_q,0.69,0.9774777329918598,0.04814195709495772,14.624833571182966,15.029075871103624,14.826954721143295,1.0,0.003,8.746922658297047,12.439855304624729,3.692932646327682
tet_1.20,1.0,score_q,0.7,0.9672427027643161,0.051466458233717094,315247794946.19183,231398339213.47308,273323067079.83246,1.0,0.007,7.399324293474371,9.420721840708387,2.0213975472340158
tet_1.20,1.0,score_q,0.71,0.820132794323795,-0.12283923687395282,,,,,0.003,10.523782589924593,12.111820531773924,1.588037941849331
tet_1.20,1.0,score_q,0.72,0.8477776616604581,-0.039632377338640556,349461777022.04175,125826934840.48613,237644355931.26395,1.0,0.003,9.937303457175895,11.521718621802913,1.5844151646270177
tet_1.20,1.0,score_q,0.73,0.9945241475019662,0.10734220931024974,504643121629.99426,336014395636.0142,420328758633.0043,1.0,0.01,9.937303457175895,11.521718621802913,1.5844151646270177
tet_1.20,1.0,score_q,0.74,0.9881374512684425,0.06672444222418805,,,,,0.007,9.903588233601596,11.947803145348521,2.0442149117469253
tet_1.20,1.0,score_q,0.75,0.9537017115767348,-0.010059595529736232,,,,,0.005,8.645808232895291,10.891980465900762,2.2461722330054705
tet_1.20,1.0,score_q,0.76,0.9865184511890706,0.04850171074335641,,,,,0.005,7.262919523166975,10.897247358851684,3.6343278356847097
tet_1.20,1.0,score_q,0.77,0.9513807532683157,0.011627020127774057,,,,,0.003,7.262919523166975,11.863810517704673,4.600890994537698
tet_1.20,1.0,score_q,0.78,0.9730136119099688,0.019628139255982613,,,,,0.003,8.645808232895291,10.614618259368799,1.9688100264735073
tet_1.20,1.0,score_q,0.79,0.9962364755415162,0.055358351773904024,,,,,0.003,7.92148975887743,9.205976319760984,1.284486560883554
tet_1.20,1.0,score_q,0.8,0.8498829681238681,-0.015048170061413124,,,,,0.003,7.92148975887743,9.836157786453,1.914668027575571
tet_1.20,1.0,score_q,0.81,0.9969105754255935,0.08389477221274455,,,,,0.003,7.92148975887743,10.897247358851684,2.975757599974255
tet_1.20,1.0,score_q,0.82,0.9973774040638967,0.03337755879093984,,,,,0.003,10.489689904086326,11.346805717910216,0.8571158138238903
tet_1.20,1.0,score_q,0.83,0.8896552300817637,-0.05532174107141574,,,,,0.005,8.52936105461599,10.331989159885913,1.802628105269923
tet_1.20,1.0,score_q,0.84,0.993319171050835,0.0439931382724682,,,,,0.007,10.331989159885913,11.346805717910216,1.0148165580243038
tet_1.20,1.0,score_q,0.85,0.9890947279753284,0.0387060787401583,,,,,0.013,8.813031876973058,11.346805717910216,2.533773840937158
tet_1.20,1.0,score_q,0.86,0.9295055162789597,-0.0379618417575841,,,,,0.005,9.096702699330127,10.805091392487155,1.708388693157028
tet_1.20,1.0,score_iso,0.6,0.780527716778756,-0.18800543516231027,2.670022097947939,-1.4835335837161645,0.5932442571158872,0.5,0.003,6.837397165588672,8.2915619758885,1.4541648102998286
tet_1.20,1.0,score_iso,0.61,0.971422318068171,-0.01720588067089257,2.25845166607835,1.0164064717895018,1.6374290689339257,1.0,0.003,7.912410781274091,8.93011002622757,1.0176992449534792
tet_1.20,1.0,score_iso,0.62,0.9594809901838376,-0.024058042521203582,431438483669.9128,196452826664.0051,313945655166.9589,1.0,0.005,7.533259586659682,9.091506263642557,1.5582466769828756
